time,flex sensor,"actuator position, command","actuator position, measured",force
184.541,188.328125,0.0,-0.023724792408067685,-22.54
184.588,188.46875,0.0,0.023724792408067685,-22.54
184.635,189.515625,0.0,-0.023724792408067685,-22.54
184.683,186.046875,0.0,0.04744958481613182,-22.54
184.73,186.453125,0.0,0.142348754448399,-22.54
184.778,186.25,0.0,0.142348754448399,-22.54
184.825,186.3125,0.0,0.142348754448399,-22.54
184.872,184.796875,0.0,0.0,-22.54
184.92,184.578125,0.0,0.023724792408067685,-22.54
184.967,182.84375,0.0,0.142348754448399,-22.54
185.014,183.671875,0.0,0.09489916963226719,-22.54
185.062,183.46875,0.0,0.023724792408067685,-22.54
185.109,179.578125,0.0,0.0,-22.54
185.157,181.453125,0.0,0.142348754448399,-22.54
185.204,179.71875,0.0,0.1660735468564667,-22.54
185.251,170.703125,1.1904761904761905,0.1660735468564667,-22.54
185.299,164.796875,1.9047619047619047,0.284697508896798,-22.54
185.346,160.421875,2.380952380952381,0.09489916963226719,-22.54
185.394,152.15625,3.3333333333333335,0.4982206405693965,-22.54
185.441,144.046875,4.285714285714286,1.0201660735468572,-22.54
185.488,135.984375,5.476190476190476,1.6844602609727168,-22.54
185.536,122.03125,7.142857142857143,2.419928825622776,-22.54
185.583,109.546875,8.571428571428571,3.1079478054567033,-22.54
185.63,95.734375,10.238095238095237,3.8434163701067625,-22.54
185.678,83.515625,11.904761904761905,4.341637010676157,-22.54
185.725,79.96875,12.142857142857142,5.243179122182681,-22.54
185.773,78.921875,12.380952380952381,5.9786476868327405,-22.54
185.82,83.03125,11.904761904761905,6.7141162514828,-22.54
185.867,87.265625,11.428571428571429,7.615658362989324,-22.54
185.915,100.515625,9.761904761904763,8.327402135231317,-22.54
185.962,101.140625,9.523809523809524,9.11032028469751,-22.54
186.009,97.875,10.0,9.988137603795966,-22.54
186.057,90.9375,10.952380952380953,10.676156583629894,-22.54
186.104,82.8125,11.904761904761905,10.865954922894424,-22.54
186.152,79.96875,12.142857142857142,10.604982206405694,-22.54
186.199,80.65625,12.142857142857142,10.937129300118624,-22.54
186.246,81.015625,12.142857142857142,11.316725978647687,-22.54
186.294,81.984375,11.904761904761905,12.075919335705812,-22.54
186.341,83.4375,11.904761904761905,12.526690391459073,-22.54
186.389,82.75,11.904761904761905,12.645314353499407,-22.54
186.436,82.40625,11.904761904761905,12.479240806642942,-22.54
186.483,81.84375,11.904761904761905,11.981020166073547,-22.54
186.531,81.984375,11.904761904761905,11.791221826809016,-22.54
186.578,82.53125,11.904761904761905,11.577698695136418,-22.54
186.626,82.125,11.904761904761905,11.553973902728352,-22.54
186.673,85.9375,11.428571428571429,11.601423487544483,-22.54
186.72,81.90625,11.904761904761905,11.767497034400948,-22.54
186.768,81.703125,11.904761904761905,11.814946619217082,-22.54
186.815,80.796875,12.142857142857142,11.767497034400948,-22.54
186.862,79.828125,12.142857142857142,11.814946619217082,-22.54
186.91,79.28125,12.380952380952381,11.933570581257413,-22.54
186.957,78.921875,12.380952380952381,12.17081850533808,-22.54
187.005,78.4375,12.380952380952381,12.408066429418742,-22.54
187.052,77.671875,12.619047619047619,12.479240806642942,-22.54
187.099,79.625,12.380952380952381,12.455516014234876,-22.54
187.147,77.328125,12.619047619047619,12.597864768683273,-22.54
187.194,79.140625,12.380952380952381,12.455516014234876,-22.54
187.242,81.640625,11.904761904761905,12.455516014234876,-22.54
187.289,82.1875,11.904761904761905,12.408066429418742,-22.54
187.336,84.40625,11.666666666666666,12.50296559905101,-22.54
187.384,85.03125,11.666666666666666,12.479240806642942,-22.54
187.431,89.0625,11.19047619047619,12.218268090154211,-22.54
187.479,87.953125,11.19047619047619,11.696322657176749,-22.54
187.526,89.125,11.19047619047619,11.340450771055753,-22.54
187.573,93.984375,10.476190476190476,11.221826809015422,-22.54
187.621,96.625,10.238095238095237,11.269276393831554,-22.54
187.668,96.703125,10.238095238095237,11.198102016607354,-22.54
187.715,100.515625,9.761904761904763,11.008303677342823,-22.54
187.763,106.0,9.047619047619047,10.581257413997628,-22.54
187.81,113.640625,8.095238095238095,10.1067615658363,-22.54
187.858,116.40625,7.857142857142857,9.466192170818506,-22.54
187.905,120.09375,7.380952380952381,8.873072360616845,-22.54
187.952,124.671875,6.666666666666667,8.161328588374852,-22.54
188.0,133.140625,5.714285714285714,7.402135231316725,-22.54
188.047,135.78125,5.476190476190476,6.761565836298933,-22.54
188.094,140.984375,4.761904761904762,6.192170818505337,-22.54
188.142,151.40625,3.5714285714285716,5.622775800711743,-22.54
188.189,161.8125,2.142857142857143,5.148279952550416,-22.54
188.237,169.03125,1.4285714285714286,4.4839857651245545,-22.54
188.284,175.203125,0.47619047619047616,3.795966785290627,-22.54
188.331,184.921875,0.0,3.1079478054567033,-22.54
188.379,190.625,0.0,2.325029655990509,-22.54
188.426,195.484375,0.0,1.6607354685646492,-22.54
188.473,201.453125,0.0,0.9964412811387895,-22.54
188.521,210.609375,0.0,0.284697508896798,-22.54
188.568,216.375,0.0,0.2135231316725985,-22.54
188.616,223.65625,0.0,0.18979833926453082,-22.54
188.663,229.84375,0.0,0.1660735468564667,-22.54
188.71,231.578125,0.0,0.2135231316725985,-22.54
188.758,229.90625,0.0,0.09489916963226719,-22.54
188.805,222.90625,0.0,0.09489916963226719,-22.54
188.852,209.359375,0.0,0.1660735468564667,-22.54
188.9,196.109375,0.0,0.09489916963226719,-22.54
188.947,174.453125,0.7142857142857143,0.1660735468564667,-22.54
188.995,141.546875,4.761904761904762,0.2135231316725985,-22.54
