t1,t2,command,measured,zero
194602902,194602903,113,247,0
194609049,194609050,113,247,0
194615908,194615908,113,247,0
194622049,194622050,113,247,0
194628192,194628193,113,245,0
194635364,194635365,113,245,0
194641509,194641510,113,244,0
194647654,194647654,113,244,0
194653804,194653805,113,244,0
194660746,194660746,113,246,0
194666891,194666891,113,247,0
194673033,194673033,113,247,0
194680231,194680231,113,247,0
194686376,194686376,113,247,0
194692525,194692526,113,247,0
194698669,194698670,113,247,0
194705543,194705543,113,247,0
194711689,194711689,113,247,0
194717832,194717833,113,247,0
194725107,194725108,113,247,0
194731254,194731254,113,247,0
194737398,194737398,113,247,0
194743543,194743544,113,247,0
194750381,194750382,113,247,0
194756530,194756531,113,247,0
194762677,194762677,113,247,0
194769856,194769857,113,247,0
194776004,194776005,113,247,0
194782150,194782150,113,247,0
194788295,194788296,113,247,0
194795116,194795117,113,245,0
194801262,194801263,113,246,0
194807405,194807406,113,247,0
194814696,194814696,113,247,0
194820842,194820843,113,247,0
194826987,194826988,113,247,0
194833133,194833133,113,247,0
194840030,194840030,113,247,0
194846174,194846175,113,245,0
194852319,194852320,113,246,0
194859534,194859535,113,246,0
194865678,194865679,113,249,0
194871825,194871825,113,250,0
194877967,194877968,113,250,0
194884873,194884874,113,249,0
194891017,194891017,113,248,0
194897165,194897166,113,250,0
194904380,194904381,113,250,0
194910529,194910529,113,249,0
194916677,194916678,113,250,0
194922823,194922823,113,250,0
194929678,194929679,113,251,0
194935827,194935828,113,251,0
194941975,194941975,113,249,0
194949139,194949139,113,249,0
194955287,194955287,113,248,0
194961432,194961433,113,248,0
194967578,194967578,113,248,0
194974419,194974420,113,248,0
194980566,194980566,113,250,0
194986712,194986712,113,249,0
194993919,194993919,113,249,0
195000062,195000063,113,248,0
195006212,195006212,113,248,0
195012356,195012356,113,248,0
195019178,195019179,113,248,0
195025322,195025322,113,248,0
195031470,195031470,113,248,0
195038670,195038670,113,248,0
195044817,195044818,113,248,0
195050963,195050963,113,248,0
195057106,195057107,113,248,0
195063998,195063998,113,248,0
195070143,195070143,113,250,0
195076290,195076291,113,249,0
195083607,195083608,113,249,0
195089750,195089751,113,250,0
195095897,195095898,113,249,0
195102042,195102042,113,249,0
195108916,195108917,113,250,0
195115065,195115065,113,249,0
195121212,195121212,113,248,0
195128393,195128393,113,248,0
195134543,195134544,113,248,0
195140689,195140690,113,248,0
195146836,195146837,113,248,0
195153701,195153701,113,248,0
195159849,195159850,113,248,0
195165995,195165995,113,248,0
195173164,195173165,113,248,0
195179314,195179314,113,250,0
195185461,195185461,113,251,0
195191612,195191614,114,251,0
195198525,195198525,114,251,0
195204672,195204673,114,251,0
195210820,195210821,114,251,0
195217990,195217991,114,251,0
195224136,195224136,114,251,0
195230283,195230284,114,251,0
195236431,195236432,114,251,0
195243315,195243316,114,251,0
195249461,195249462,114,251,0
195255614,195255614,114,249,0
195262810,195262811,114,249,0
195268957,195268957,114,250,0
195275104,195275105,114,249,0
195281252,195281252,114,249,0
195288126,195288127,114,248,0
195294276,195294276,114,248,0
195300423,195300424,114,248,0
195307754,195307754,114,248,0
195313904,195313905,114,250,0
195320052,195320052,114,251,0
195326197,195326198,114,251,0
195333027,195333027,114,251,0
195339174,195339174,114,251,0
195345323,195345323,114,251,0
195352507,195352507,114,251,0
195358652,195358653,114,251,0
195364799,195364799,114,251,0
195370944,195370945,114,251,0
195377815,195377816,114,251,0
195383961,195383962,114,253,0
195390105,195390105,114,252,0
195397287,195397288,114,252,0
195403433,195403433,114,252,0
195409581,195409581,114,252,0
195415730,195415731,114,252,0
195422608,195422608,114,252,0
195428758,195428759,114,252,0
195434907,195434907,114,252,0
195442128,195442128,114,252,0
195448272,195448272,114,252,0
195454422,195454423,114,254,0
195460569,195460569,114,254,0
195467435,195467436,114,255,0
