20008,47,981,254,0.021186441,,
20509,48,981,255,0.021186441,,
21010,49,981,255,0.021186441,,
21511,50,982,255,0,,
22012,51,963,255,0.402542373,,
22513,52,953,255,0.61440678,,
23014,53,944,255,0.805084746,,
23515,54,936,255,0.974576271,,
24016,55,927,255,1.165254237,,
24517,56,910,255,1.525423729,,
25018,57,900,253,1.737288136,,
25519,58,894,252,1.86440678,,
26020,59,886,252,2.033898305,,
26521,60,869,255,2.394067797,,
27022,61,859,255,2.605932203,,
27523,62,849,255,2.81779661,,
28024,63,847,255,2.860169492,,
28525,64,833,253,3.156779661,,
29026,65,821,255,3.411016949,,
29527,66,812,255,3.601694915,,
30029,67,800,255,3.855932203,,
30530,68,785,255,4.173728814,,
31031,69,776,255,4.36440678,,
31532,70,774,252,4.406779661,,
32033,71,756,255,4.788135593,,
32534,72,745,254,5.021186441,,
33035,73,735,253,5.233050847,,
33536,74,725,255,5.444915254,,
34037,75,724,255,5.466101695,,
34538,76,725,254,5.444915254,,
35039,77,724,252,5.466101695,,
35540,78,717,252,5.61440678,,
36041,79,717,253,5.61440678,,
36542,80,694,253,6.101694915,,
37043,81,693,252,6.122881356,,
37544,82,693,255,6.122881356,,
38045,83,674,252,6.525423729,,
38546,84,657,254,6.88559322,,
39048,85,648,252,7.076271186,,
39549,86,641,252,7.224576271,,
40050,87,640,252,7.245762712,,
40551,88,641,254,7.224576271,,
41052,89,617,255,7.733050847,,
41553,90,602,252,8.050847458,,
42054,91,590,253,8.305084746,,
42555,92,582,252,8.474576271,,
43056,93,582,254,8.474576271,,
43557,94,582,252,8.474576271,,
44058,95,561,252,8.919491525,,
44559,96,548,252,9.194915254,,
45060,97,545,255,9.258474576,,
45561,98,545,255,9.258474576,,
46062,99,545,255,9.258474576,,
46563,100,500,254,10.21186441,,
47064,101,498,255,10.25423729,,
47565,102,498,255,10.25423729,,
48066,103,498,255,10.25423729,,
48568,104,473,254,10.78389831,,
49069,105,454,255,11.18644068,,
49570,106,440,255,11.48305085,,
50071,107,433,252,11.63135593,,
50572,108,434,255,11.61016949,,
51073,109,433,255,11.63135593,,
51574,110,408,255,12.16101695,,
52075,111,393,252,12.47881356,,
52576,112,391,253,12.52118644,,
53077,113,391,252,12.52118644,,
53578,114,391,255,12.52118644,,
54079,115,357,255,13.24152542,,
54580,116,347,255,13.45338983,,
55081,117,346,253,13.47457627,,
55582,118,346,255,13.47457627,,
56083,119,346,255,13.47457627,,
56584,120,320,255,14.02542373,,
57085,121,295,254,14.55508475,,
57587,122,288,255,14.70338983,,
58088,123,288,252,14.70338983,,
58589,124,288,255,14.70338983,,
59090,125,257,253,15.36016949,,
59591,126,241,255,15.69915254,,
60092,127,232,252,15.88983051,,
60593,128,231,252,15.91101695,,
61094,129,231,254,15.91101695,,
61595,130,206,255,16.44067797,,
62096,131,186,252,16.86440678,,
62597,132,178,253,17.03389831,,
63098,133,178,255,17.03389831,,
63599,134,178,255,17.03389831,,
64100,135,122,254,18.22033898,,
64601,136,70,252,19.3220339,,
65102,137,66,255,19.40677966,,
65603,138,56,255,19.61864407,,
66104,139,39,255,19.97881356,,
66605,138,40,254,,,
67107,137,38,255,,,
67608,136,46,254,,,
68109,135,46,255,,,
68610,134,46,254,,,
69111,133,68,254,,,
69612,132,91,255,,,
