trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,0.29,2.3,0.29,2.3,3,3,0,1,1,0
1,0.46,2.3,0.46,2.3,3,3,0,1,2,0
2,0.73,2.3,2.3,0.73,1,3,1,3,2,1
3,0.46,2.3,0.46,2.3,3,3,1,1,3,1
4,0.58,2.3,0.58,2.3,3,3,1,1,4,1
5,0.73,2.3,2.3,0.73,1,1,1,1,5,1
6,0.92,2.3,0.92,2.3,3,3,1,1,6,1
7,1.16,2.3,1.16,2.3,3,2,1,2,6,2
8,1.16,2.3,1.16,2.3,3,3,1,1,7,2
9,1.46,2.3,2.3,1.46,1,1,1,1,8,2
10,1.84,2.3,1.84,2.3,3,3,1,1,9,2
11,2.32,2.3,2.3,2.32,3,1,1,1,9,3
12,2.92,2.3,2.3,2.92,3,3,2,3,10,3
13,2.32,2.3,2.32,2.3,1,2,2,2,10,4
14,2.6,2.3,2.6,2.3,1,1,3,3,11,4
15,2.32,2.3,2.32,2.3,1,2,3,2,11,5
16,2.46,2.3,2.3,2.46,3,1,3,1,11,6
17,2.61,2.3,2.61,2.3,1,2,3,2,11,7
18,2.61,2.3,2.61,2.3,1,1,4,3,12,7
19,2.46,2.3,2.46,2.3,1,3,4,1,12,8
