,oldTime,flex sensor,"actuator position, command","actuator position, measured",force,Trial Number,Target Angle,time
2857,968.2610000000001,146.0,6.346666666666668,3.8297872340425516,0.09,20.0,75.0,1457.3650000000002
2858,968.7139999999999,146.0,6.346666666666668,3.7872340425531914,0.09,20.0,75.0,1457.818
2859,969.1669999999999,146.0,6.346666666666668,3.8510638297872326,0.09,20.0,75.0,1458.271
2860,969.62,146.0,6.346666666666668,3.872340425531913,0.09,20.0,75.0,1458.7240000000002
2861,970.072,146.0,6.346666666666668,3.872340425531913,0.09,20.0,75.0,1459.176
2862,970.525,146.0,6.346666666666668,3.872340425531913,0.18,20.0,75.0,1459.629
2863,970.9780000000001,146.0,6.346666666666668,3.808510638297872,0.09,20.0,75.0,1460.082
2864,971.431,146.0,6.346666666666668,3.872340425531913,0.09,20.0,75.0,1460.535
2865,971.8839999999999,146.0,6.346666666666668,3.9148936170212782,0.09,20.0,75.0,1460.9879999999998
2866,972.336,146.0,6.346666666666668,3.9148936170212782,0.09,20.0,75.0,1461.44
2867,972.789,146.0,6.346666666666668,3.8510638297872326,0.09,20.0,75.0,1461.893
2868,973.243,146.0,6.346666666666668,3.872340425531913,0.09,20.0,75.0,1462.3470000000002
2869,973.695,146.0,6.346666666666668,3.808510638297872,0.0,20.0,75.0,1462.799
2870,974.148,146.0,6.346666666666668,3.872340425531913,0.0,20.0,75.0,1463.252
2871,974.6010000000001,139.0,6.7733333333333325,3.9148936170212782,0.0,20.0,75.0,1463.7050000000002
2872,975.054,138.0,6.986666666666666,3.9574468085106385,-0.09,20.0,75.0,1464.158
2873,975.507,137.0,6.986666666666666,3.872340425531913,0.0,20.0,75.0,1464.6109999999999
2874,975.959,130.0,7.413333333333334,3.872340425531913,0.0,20.0,75.0,1465.063
2875,976.413,125.0,7.84,3.9361702127659584,0.0,20.0,75.0,1465.517
2876,976.8660000000001,119.0,8.266666666666666,3.872340425531913,0.0,20.0,75.0,1465.9700000000003
2877,977.318,119.0,8.266666666666666,3.872340425531913,0.0,21.0,45.0,1466.422
2878,977.7710000000001,119.0,8.266666666666666,3.893617021276597,0.0,21.0,45.0,1466.875
2879,978.2239999999999,118.0,8.266666666666666,3.893617021276597,0.0,21.0,45.0,1467.328
2880,978.677,114.0,8.693333333333333,4.0,-0.18,21.0,45.0,1467.781
2881,979.13,111.0,8.906666666666666,3.872340425531913,-0.18,21.0,45.0,1468.234
2882,979.582,109.0,8.906666666666666,3.8510638297872326,0.09,21.0,45.0,1468.6860000000001
2883,980.0360000000001,102.0,9.546666666666667,3.872340425531913,0.09,21.0,45.0,1469.14
2884,980.4889999999999,95.0,9.973333333333333,3.872340425531913,0.09,21.0,45.0,1469.5929999999998
2885,980.942,95.0,9.973333333333333,3.9148936170212782,0.0,22.0,105.0,1470.046
2886,981.3939999999999,95.0,9.973333333333333,3.872340425531913,0.0,22.0,105.0,1470.498
2887,981.847,98.0,9.76,3.872340425531913,0.0,22.0,105.0,1470.951
2888,982.3,100.0,9.546666666666667,3.893617021276597,0.0,22.0,105.0,1471.404
2889,982.753,104.0,9.333333333333332,3.872340425531913,0.0,22.0,105.0,1471.857
2890,983.206,113.0,8.693333333333333,3.8297872340425516,0.0,22.0,105.0,1472.31
2891,983.659,117.0,8.48,3.893617021276597,-0.09,22.0,105.0,1472.763
2892,984.112,121.0,8.053333333333335,3.893617021276597,0.09,22.0,105.0,1473.216
2893,984.564,121.0,8.053333333333335,3.808510638297872,0.09,23.0,120.0,1473.6680000000001
2894,985.0169999999999,125.0,7.84,3.8297872340425516,0.09,23.0,120.0,1474.121
2895,985.47,131.0,7.413333333333334,3.872340425531913,0.09,23.0,120.0,1474.574
2896,985.923,131.0,7.413333333333334,3.872340425531913,0.09,24.0,165.0,1475.027
2897,986.3760000000001,134.0,7.2,3.8510638297872326,0.09,24.0,165.0,1475.48
2898,986.828,140.0,6.7733333333333325,3.872340425531913,0.18,24.0,165.0,1475.932
2899,987.2810000000001,144.0,6.5600000000000005,3.8510638297872326,0.09,24.0,165.0,1476.3850000000002
2900,987.7339999999999,146.0,6.346666666666668,3.808510638297872,0.18,24.0,165.0,1476.838
2901,988.187,147.0,6.346666666666668,3.808510638297872,0.09,24.0,165.0,1477.2910000000002
2902,988.6389999999999,151.0,6.133333333333333,3.893617021276597,0.09,24.0,165.0,1477.743
2903,989.092,155.0,5.706666666666668,3.7872340425531914,0.26,24.0,165.0,1478.196
2904,989.546,164.0,5.066666666666666,3.872340425531913,0.09,24.0,165.0,1478.65
2905,989.998,169.0,4.8533333333333335,3.872340425531913,0.26,24.0,165.0,1479.102
2906,990.451,167.0,4.8533333333333335,3.8510638297872326,0.26,24.0,165.0,1479.555
2907,990.904,160.0,5.493333333333332,3.872340425531913,0.18,24.0,165.0,1480.008
