t1,t2,command,measured
82678,31282679,46,252
31284555,31284556,46,252
31286470,31286470,46,252
31288340,31288341,46,252
31290204,31290204,46,252
31292074,31292075,46,252
31294683,31294683,46,254
31296551,31296551,46,254
31298424,31298424,46,254
31300290,31300291,46,254
31302163,31302163,46,254
31304059,31304059,46,254
31305933,31305933,46,254
31307800,31307801,46,254
31309668,31309669,46,254
31312359,31312361,46,255
31314226,31314226,46,255
31316096,31316097,46,255
31317962,31317962,46,255
31319827,31319828,46,255
31321740,31321741,46,255
31323607,31323608,46,255
31325479,31325479,46,255
31327345,31327346,46,255
31329962,31329962,46,255
31331826,31331826,46,255
31333693,31333694,46,255
31335569,31335569,46,255
31337437,31337438,46,255
31339348,31339349,46,255
31341216,31341216,46,255
31343088,31343089,46,255
31344954,31344954,46,255
31347565,31347566,46,255
31349438,31349439,46,255
31351304,31351305,46,255
31353176,31353176,46,255
31355040,31355040,46,255
31356906,31356906,46,255
31358779,31358780,46,255
31360648,31360648,46,255
31362519,31362520,46,255
31365213,31365214,46,255
31367084,31367085,46,255
31368948,31368949,46,255
31370819,31370820,46,255
31372693,31372693,46,255
31374594,31374594,46,255
31376468,31376469,46,255
31378335,31378336,46,255
31380207,31380208,46,255
31382816,31382816,46,255
31384682,31384682,46,255
31386557,31386557,46,255
31388425,31388425,46,255
31390296,31390296,46,255
31392160,31392161,46,255
31394031,31394032,46,255
31395898,31395899,46,255
31397764,31397765,46,255
31399636,31399637,46,255
31402222,31402222,46,255
31404092,31404092,46,255
31405956,31405957,46,255
31407820,31407821,46,255
31409694,31409695,46,255
31411560,31411560,46,255
31413432,31413432,46,255
31415296,31415296,46,255
31417166,31417166,46,255
31419749,31419750,46,255
31421614,31421614,46,255
31423485,31423486,46,255
31425349,31425350,46,255
31427255,31427256,46,255
31429119,31429120,46,255
31430990,31430991,46,255
31432855,31432855,46,255
31435465,31435466,46,255
31437334,31437335,46,255
31439198,31439198,46,255
31441069,31441069,46,255
31442933,31442934,46,255
31444798,31444798,46,255
31446670,31446670,46,255
31448536,31448536,46,255
31450406,31450407,46,255
31453100,31453100,46,255
31454970,31454971,46,255
31456835,31456835,46,255
31458699,31458699,46,255
31460570,31460571,46,255
31462436,31462437,46,255
31464306,31464306,46,255
31466170,31466170,46,255
31468041,31468041,46,255
31469906,31469907,46,255
31472497,31472497,46,255
31474367,31474367,46,255
31476232,31476233,46,255
31478103,31478104,46,255
31480008,31480009,46,255
31481872,31481873,46,255
31483746,31483747,46,255
31485614,31485614,46,255
31488312,31488313,46,255
31490178,31490179,46,255
31492049,31492049,46,255
31493912,31493912,46,255
31495776,31495777,46,255
31497691,31497691,46,255
31499557,31499557,46,255
31501428,31501428,46,255
31503292,31503292,46,255
31505984,31505984,46,253
31507850,31507851,46,253
31509719,31509719,46,253
31511590,31511591,46,253
31513457,31513458,46,253
31515369,31515370,46,253
31517235,31517235,46,253
31519103,31519104,46,253
31520972,31520972,46,253
31523599,31523599,46,252
31525472,31525472,46,252
31527338,31527339,46,252
31529209,31529210,46,252
31531074,31531074,46,252
31532939,31532940,46,252
31534812,31534813,46,252
31536679,31536679,46,252
31538553,31538553,46,252
31540420,31540420,46,252
31543028,31543029,46,252
31544895,31544896,46,252
31546764,31546765,46,252
31548637,31548637,46,252
31550543,31550543,46,252
31552417,31552417,46,252
31554283,31554283,46,252
31556154,31556154,46,252
31558778,31558778,46,252
31560647,31560647,46,252
31562519,31562520,46,252
31564386,31564386,46,252
31566257,31566258,46,252
31568123,31568124,46,252
31569989,31569989,46,252
31571859,31571860,46,252
31573728,31573728,46,252
31575601,31575602,46,254
31578259,31578260,46,254
31580130,31580131,46,254
31581996,31581997,46,254
31583861,31583862,46,254
31585734,31585735,46,254
31587601,31587602,46,254
31589477,31589477,46,254
31591341,31591342,46,254
31593212,31593213,46,255
31595799,31595800,46,255
31597665,31597665,46,255
31599537,31599537,46,255
31601404,31601404,46,255
31603317,31603318,46,255
31605185,31605186,46,255
31607050,31607051,46,255
31608921,31608922,46,255
31611627,31611628,46,253
31613497,31613498,46,253
31615363,31615363,46,253
31617234,31617234,46,253
31619097,31619097,46,253
31620998,31620999,46,253
31622867,31622868,46,253
31624733,31624733,46,253
31626604,31626604,46,253
31629258,31629258,46,254
31631128,31631129,46,254
31632992,31632992,46,254
31634856,31634856,46,254
31636727,31636728,46,254
31638611,31638611,46,254
31640480,31640481,46,254
31642345,31642346,46,254
31644213,31644214,46,254
31646081,31646081,46,255
31648746,31648747,46,255
31650621,31650621,46,255
31652487,31652487,46,255
31654358,31654359,46,255
31656222,31656223,46,255
31658085,31658086,46,255
31659955,31659956,46,255
