time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
89262,0.00,0.06,258.68,0,0,0
89317,0.00,0.07,258.79,0,1,0
89373,0.00,0.08,258.88,0,1,0
89429,0.00,0.08,258.96,0,1,0
89485,0.00,0.09,259.02,0,1,0
89541,0.00,0.09,259.06,0,1,0
89596,0.00,0.09,259.08,0,1,0
89652,0.00,0.10,259.08,0,1,0
89708,0.00,0.09,259.07,0,1,0
89764,0.00,0.09,259.03,0,1,0
89820,0.00,0.09,258.98,0,0,0
89876,0.00,0.08,258.91,0,1,0
89931,0.00,0.07,258.83,0,1,0
89987,0.00,0.06,258.72,0,1,0
90043,0.00,0.05,258.60,0,1,0
90099,0.00,0.04,258.47,0,1,0
90155,0.00,0.03,258.33,0,1,0
90210,0.00,0.02,258.19,0,1,0
90266,0.00,0.00,258.04,0,1,0
90322,0.00,-0.01,257.88,0,0,0
90378,0.00,-0.02,257.72,0,0,0
90434,0.00,-0.04,257.55,0,1,0
90490,0.00,-0.05,257.38,0,0,0
90546,0.00,-0.07,257.21,0,1,0
90601,0.00,-0.09,257.03,0,1,0
90657,0.00,-0.10,256.86,1,0,0
90713,0.00,-0.11,256.69,2,1,0
90769,0.00,-0.13,256.53,2,1,0
90825,0.00,-0.14,256.39,3,1,0
90881,0.00,-0.15,256.26,4,1,0
90937,0.00,-0.16,256.15,4,1,0
90992,0.00,-0.17,256.06,4,1,0
91048,0.00,-0.18,256.00,5,1,0
91104,0.00,-0.18,255.95,5,1,0
91160,0.00,-0.18,255.92,6,1,0
91216,0.00,-0.18,255.90,6,1,0
91272,0.00,-0.18,255.90,7,1,0
91328,0.00,-0.18,255.91,7,0,0
91383,0.00,-0.18,255.94,8,0,0
91439,0.00,-0.18,255.97,8,0,0
91495,0.00,-0.18,256.01,9,1,0
91551,0.00,-0.17,256.05,10,6,0
91607,0.00,-0.17,256.09,10,4,0
91663,0.00,-0.16,256.14,11,4,0
91719,0.00,-0.16,256.18,11,4,0
91775,0.00,-0.16,256.22,12,6,0
91830,0.00,-0.15,256.26,13,4,0
91886,0.00,-0.15,256.29,13,2,0
91942,0.00,-0.15,256.32,14,10,0
91998,0.00,-0.15,256.34,15,9,0
92054,0.00,-0.14,256.36,16,9,0
92110,0.00,-0.14,256.37,16,9,0
92166,0.00,-0.14,256.38,17,10,0
92222,0.00,-0.14,256.38,18,13,0
92278,0.00,-0.14,256.38,18,14,0
92334,0.00,-0.14,256.38,19,14,0
92390,0.00,-0.14,256.39,19,13,0
92446,0.00,-0.14,256.40,20,13,0
92502,0.00,-0.14,256.40,20,13,0
92558,0.00,-0.14,256.41,21,16,0
92614,0.00,-0.14,256.43,21,16,0
92670,0.00,-0.14,256.45,22,16,0
92726,0.00,-0.13,256.48,22,16,0
92782,0.00,-0.13,256.51,23,16,0
92837,0.00,-0.13,256.56,23,16,0
92893,0.00,-0.12,256.60,23,19,0
92949,0.00,-0.12,256.66,24,19,0
93005,0.00,-0.11,256.71,24,19,0
93061,0.00,-0.11,256.77,24,19,0
93117,0.00,-0.10,256.83,25,19,0
93173,0.00,-0.10,256.89,25,19,0
93229,0.00,-0.09,256.95,25,18,0
93285,0.00,-0.09,257.00,26,18,0
93341,0.00,-0.08,257.06,26,18,0
93397,0.00,-0.08,257.11,26,20,0
93453,0.00,-0.07,257.16,26,22,0
93509,0.00,-0.07,257.21,26,22,0
93565,0.00,-0.06,257.27,27,22,0
93621,0.00,-0.06,257.33,27,22,0
93677,0.00,-0.05,257.38,27,22,0
93733,0.00,-0.05,257.44,27,22,0
93789,0.00,-0.04,257.51,27,22,0
93845,0.00,-0.04,257.57,27,22,0
93901,0.00,-0.03,257.63,27,22,0
93957,0.00,-0.03,257.70,27,22,0
94013,0.00,-0.02,257.76,27,22,0
94068,0.00,-0.02,257.82,27,22,0
94124,0.00,-0.01,257.89,27,22,0
94180,0.00,-0.00,257.95,27,23,0
94236,0.00,-0.00,258.00,27,22,0
94292,0.00,0.00,258.05,27,22,0
94348,0.00,0.00,258.09,27,22,0
94404,0.00,0.01,258.13,27,22,0
94460,0.00,0.01,258.17,27,22,0
94516,0.00,0.02,258.20,27,22,0
94572,0.00,0.02,258.23,27,22,0
94628,0.00,0.02,258.26,26,22,0
94684,0.00,0.03,258.29,26,22,0
94740,0.00,0.03,258.30,26,22,0
94796,0.00,0.03,258.31,26,22,0
94851,0.00,0.03,258.31,27,22,0
94907,0.00,0.03,258.30,27,22,0
94963,0.00,0.03,258.29,27,22,0
95019,0.00,0.02,258.27,27,22,0
