time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
2682.096,180.0,47.0,979.0,0.18,0.0,990.0,-0.35,0
2682.248,180.0,47.0,978.0,0.44,0.0,991.0,0.0,0
2682.401,180.0,47.0,979.0,0.26,0.0,990.0,0.0,0
2682.553,180.0,47.0,980.0,0.26,0.0,990.0,0.09,0
2682.706,180.0,47.0,979.0,0.44,0.0,989.0,0.26,0
2682.858,180.0,47.0,979.0,0.26,0.0,990.0,0.26,0
2683.011,180.0,47.0,979.0,0.26,0.0,990.0,0.09,0
2683.163,180.0,47.0,979.0,0.44,0.0,990.0,0.09,0
2683.316,180.0,47.0,979.0,0.35,0.0,990.0,0.09,0
2683.468,180.0,47.0,979.0,0.44,0.0,990.0,-0.26,0
2683.621,180.0,47.0,979.0,0.35,0.0,990.0,0.0,0
2683.773,180.0,47.0,978.0,0.44,0.0,990.0,-0.26,0
2683.926,180.0,47.0,979.0,0.26,0.0,990.0,0.0,0
2684.078,180.0,47.0,979.0,0.44,0.0,991.0,-0.26,0
2684.231,180.0,47.0,979.0,0.44,0.0,990.0,-0.26,0
2684.383,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2684.536,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2684.688,180.0,47.0,979.0,0.44,0.0,990.0,-0.26,0
2684.841,180.0,47.0,978.0,0.35,0.0,990.0,0.0,0
2684.993,180.0,47.0,979.0,0.26,0.0,990.0,-0.18,0
2685.145,180.0,47.0,980.0,0.44,0.0,990.0,-0.26,0
2685.298,180.0,47.0,979.0,0.26,0.0,991.0,-0.18,0
2685.451,180.0,47.0,979.0,0.35,0.0,991.0,0.0,0
2685.603,180.0,47.0,979.0,0.26,0.0,990.0,0.0,0
2685.755,180.0,47.0,979.0,0.35,0.0,990.0,-0.26,0
2685.908,180.0,47.0,979.0,0.44,0.0,990.0,-0.26,0
2686.06,180.0,47.0,979.0,0.26,0.0,990.0,0.0,0
2686.213,180.0,47.0,979.0,0.26,0.0,990.0,0.0,0
2686.365,180.0,47.0,979.0,0.44,0.0,990.0,-0.18,0
2686.518,180.0,47.0,979.0,0.44,0.0,991.0,0.0,0
2686.67,180.0,47.0,978.0,0.26,0.0,990.0,-0.09,0
2686.823,180.0,47.0,978.0,0.44,0.0,991.0,-0.18,0
2686.975,180.0,47.0,979.0,0.26,0.0,991.0,-0.26,0
2687.128,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2687.28,180.0,47.0,979.0,0.26,0.0,989.0,-0.26,0
2687.433,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2687.585,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2687.738,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2687.89,180.0,47.0,979.0,0.26,0.0,992.0,-0.26,0
2688.043,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2688.195,180.0,47.0,979.0,0.26,0.0,990.0,-0.26,0
2688.348,180.0,47.0,979.0,0.26,0.0,991.0,-0.44,0
2688.5,180.0,47.0,979.0,0.18,0.0,990.0,-0.35,0
2688.653,180.0,47.0,979.0,0.18,0.0,990.0,-0.35,0
2688.805,180.0,47.0,980.0,0.18,0.0,990.0,-0.35,0
2688.958,180.0,47.0,979.0,0.18,0.0,990.0,-0.35,0
2689.11,180.0,47.0,979.0,0.18,0.0,990.0,-0.35,0
2689.263,180.0,47.0,979.0,0.18,0.0,990.0,-0.35,0
