t1,t2,command,measured,zero
47965302,47965302,137,258,0
47974361,47974362,137,258,0
47983460,47983460,137,258,0
47993010,47993011,137,258,0
48002069,48002069,137,259,0
48011124,48011125,137,259,0
48020181,48020182,137,260,0
48029238,48029239,137,260,0
48038293,48038293,137,260,0
48047355,48047355,137,259,0
48057076,48057076,137,259,0
48066135,48066136,137,258,0
48075189,48075190,137,258,0
48084248,48084249,137,258,0
48093303,48093304,137,258,0
48102364,48102364,137,258,0
48111418,48111419,137,258,0
48120945,48120946,137,258,0
48130003,48130003,137,258,0
48139058,48139059,137,258,0
48148117,48148117,137,259,0
48157170,48157170,137,259,0
48166228,48166228,137,258,0
48175284,48175285,137,259,0
48184818,48184818,137,259,0
48193877,48193877,137,258,0
48202936,48202936,137,258,0
48211993,48211993,137,258,0
48221051,48221051,137,258,0
48230110,48230110,137,259,0
48239204,48239204,137,258,0
48248649,48248650,137,258,0
48257707,48257708,137,258,0
48266766,48266766,137,258,0
48275824,48275824,137,259,0
48284884,48284885,137,259,0
48293941,48293942,137,258,0
48302997,48302997,137,258,0
48312524,48312525,137,258,0
48321582,48321582,137,258,0
48330640,48330641,137,258,0
48339697,48339697,137,258,0
48348756,48348757,137,258,0
48357810,48357811,137,259,0
48366894,48366895,137,260,0
48376329,48376330,137,260,0
48385393,48385393,137,260,0
48394451,48394451,137,260,0
48403513,48403513,137,260,0
48412569,48412569,137,260,0
48421629,48421630,137,259,0
48430689,48430689,137,260,0
48440205,48440205,137,260,0
48449263,48449264,137,260,0
48458319,48458319,137,260,0
48467380,48467380,137,260,0
48476437,48476438,137,260,0
48485497,48485498,137,259,0
48494555,48494555,137,258,0
48504170,48504171,137,258,0
48513225,48513226,137,258,0
48522280,48522281,136,258,0
48531336,48531337,136,259,0
48540392,48540393,136,259,0
48549450,48549450,136,260,0
48558506,48558507,136,260,0
48568189,48568189,136,260,0
48577243,48577243,136,260,0
48586305,48586305,136,260,0
48595364,48595365,136,260,0
48604427,48604427,136,260,0
48613483,48613484,136,259,0
48622543,48622543,136,260,0
48632070,48632071,136,260,0
48641126,48641127,136,260,0
48650185,48650186,136,260,0
48659242,48659243,136,260,0
48668301,48668301,136,260,0
48677355,48677355,136,260,0
48686415,48686415,136,260,0
48696242,48696242,136,260,0
48705302,48705303,136,260,0
48714359,48714360,136,260,0
48723416,48723417,136,260,0
48732471,48732471,136,260,0
48741526,48741527,136,260,0
48750583,48750584,136,260,0
48760260,48760260,136,260,0
48769320,48769321,136,259,0
48778377,48778377,136,259,0
48787440,48787440,136,258,0
48796496,48796497,136,258,0
48805560,48805560,136,259,0
48814616,48814617,136,260,0
48824343,48824344,136,260,0
48833401,48833401,136,260,0
48842460,48842461,136,260,0
48851517,48851518,136,260,0
48860576,48860576,136,260,0
48869635,48869636,136,259,0
48878691,48878691,136,258,0
48888308,48888309,136,258,0
48897366,48897366,136,259,0
48906423,48906424,136,259,0
48915481,48915482,136,260,0
48924543,48924544,136,260,0
48933600,48933600,136,259,0
48942655,48942656,136,260,0
48952327,48952328,136,260,0
48961381,48961382,136,260,0
48970440,48970441,136,260,0
48979498,48979498,136,260,0
48988558,48988558,136,260,0
48997616,48997616,136,260,0
49006677,49006678,136,260,0
49016316,49016317,136,260,0
49025380,49025380,136,260,0
49034439,49034439,136,260,0
49043502,49043503,136,260,0
49052559,49052559,136,260,0
49061617,49061617,136,260,0
49070677,49070678,136,259,0
49080353,49080354,136,259,0
49089412,49089412,136,260,0
49098469,49098470,136,260,0
49107529,49107530,136,260,0
49116586,49116586,136,260,0
49125646,49125647,136,260,0
49134701,49134702,136,260,0
49144331,49144332,136,260,0
49153388,49153389,136,259,0
49162446,49162447,136,259,0
49171501,49171501,136,260,0
49180559,49180560,136,260,0
49189618,49189619,136,259,0
49198677,49198678,136,260,0
49208201,49208202,136,260,0
49217255,49217256,136,259,0
49226317,49226317,136,259,0
49235376,49235377,136,260,0
49244439,49244439,136,260,0
49253496,49253497,136,259,0
49262589,49262590,136,258,0
49272132,49272133,136,258,0
49281184,49281185,136,258,0
49290242,49290243,136,258,0
49299299,49299300,136,259,0
49308357,49308358,136,259,0
49317411,49317412,136,258,0
49326494,49326494,136,258,0
49335933,49335933,136,258,0
49344992,49344993,136,258,0
49354046,49354047,136,258,0
49363105,49363105,136,259,0
49372158,49372158,136,259,0
49381211,49381211,136,260,0
49390269,49390270,136,260,0
49399791,49399792,136,260,0
49408852,49408852,136,260,0
49417906,49417906,136,260,0
49426963,49426964,136,260,0
49436017,49436018,136,260,0
49445077,49445077,136,260,0
49454169,49454169,136,260,0
49463619,49463620,136,260,0
49472673,49472674,136,260,0
49481729,49481730,136,260,0
49490785,49490785,136,262,0
49499837,49499838,136,262,0
49508896,49508897,136,263,0
49517983,49517983,136,262,0
49527426,49527427,136,262,0
49536480,49536481,136,263,0
49545537,49545538,136,263,0
49554592,49554592,136,263,0
49563649,49563649,136,263,0
49572703,49572703,136,263,0
49581775,49581775,136,262,0
49591211,49591211,136,262,0
49600265,49600266,136,261,0
49609325,49609325,136,261,0
49618380,49618380,136,261,0
49627440,49627441,136,261,0
49636494,49636495,136,261,0
49645566,49645566,136,262,0
49655116,49655116,136,262,0
49664174,49664174,136,263,0
49673226,49673227,136,263,0
49682280,49682281,136,263,0
49691335,49691335,136,263,0
49700390,49700390,136,263,0
49709448,49709448,136,263,0
49718971,49718972,136,263,0
49728025,49728026,136,263,0
49737079,49737079,136,263,0
49746135,49746136,136,263,0
49755189,49755190,136,263,0
49764247,49764247,136,262,0
49773317,49773317,136,263,0
49782761,49782762,136,263,0
49791816,49791817,136,262,0
49800873,49800874,136,262,0
49809929,49809930,136,261,0
49818984,49818984,136,261,0
49828042,49828043,136,262,0
49837097,49837097,136,261,0
49846631,49846632,136,261,0
49855686,49855686,136,262,0
49864746,49864746,136,262,0
49873803,49873803,136,261,0
49882857,49882858,136,261,0
49891911,49891912,136,261,0
49900995,49900995,136,261,0
49910435,49910436,136,261,0
49919490,49919490,136,261,0
49928550,49928551,136,261,0
49937603,49937604,136,261,0
49946659,49946660,136,261,0
49955715,49955716,136,261,0
49964775,49964775,136,261,0
49974328,49974329,136,261,0
49983386,49983387,136,261,0
49992441,49992441,136,261,0
50001498,50001499,136,261,0
50010557,50010557,136,261,0
50019615,50019615,136,261,0
50028675,50028675,136,261,0
50038204,50038204,136,261,0
50047262,50047262,136,262,0
50056316,50056317,136,262,0
50065377,50065377,136,263,0
50074433,50074434,136,263,0
50083495,50083496,136,263,0
50092548,50092548,136,262,0
50102367,50102367,136,262,0
50111421,50111421,136,261,0
50120475,50120476,136,261,0
50129531,50129532,136,262,0
50138587,50138587,136,262,0
50147644,50147645,136,261,0
50156727,50156728,136,262,0
50166283,50166283,136,262,0
50175341,50175341,136,263,0
50184403,50184403,136,263,0
50193460,50193460,136,263,0
50202516,50202516,136,263,0
50211569,50211570,136,262,0
50220626,50220626,136,263,0
50230154,50230154,136,263,0
50239207,50239208,136,262,0
50248265,50248266,136,262,0
50257322,50257323,136,263,0
50266380,50266380,136,263,0
50275437,50275437,136,262,0
50284497,50284497,136,263,0
50294133,50294134,136,263,0
50303188,50303188,136,262,0
50312242,50312243,136,262,0
50321297,50321297,136,263,0
50330353,50330353,136,263,0
50339408,50339408,136,263,0
50348507,50348509,135,262,0
50357939,50357939,135,262,0
50366995,50366996,135,261,0
50376046,50376047,135,261,0
50385105,50385106,135,262,0
50394159,50394160,135,262,0
50403214,50403215,135,261,0
50412271,50412271,135,262,0
50421806,50421807,135,262,0
50430865,50430865,135,261,0
50439920,50439920,135,261,0
50448978,50448978,135,262,0
50458030,50458031,135,262,0
50467086,50467087,135,263,0
50476180,50476181,135,262,0
50485627,50485627,135,262,0
50494682,50494682,135,263,0
50503742,50503742,135,263,0
50512796,50512796,135,263,0
50521852,50521853,135,263,0
50530908,50530909,135,263,0
50539960,50539961,135,263,0
50549485,50549485,135,263,0
50558541,50558542,135,263,0
50567599,50567599,135,263,0
50576653,50576654,135,262,0
50585715,50585716,135,262,0
50594771,50594772,135,261,0
50603832,50603832,135,261,0
50613362,50613363,135,261,0
50622420,50622420,135,261,0
50631475,50631475,135,261,0
50640532,50640532,135,262,0
