8099,4225,77,1,-1
8160,4278,77,1,-1
8221,4252,77,1,-1
8282,4292,77,1,-1
8343,4101,76,1,-1
8404,4229,77,1,-1
8464,4256,77,1,-1
8525,4247,77,1,-1
8586,4283,77,1,-1
8647,4078,76,1,-1
8708,4243,77,1,-1
8768,4296,77,1,-1
8829,4229,77,1,-1
8890,4225,77,1,-1
8951,4229,77,1,-1
9012,4229,77,1,-1
9072,4198,76,1,-1
9133,4203,76,1,-1
9194,4207,76,1,-1
9255,4261,77,1,-1
9316,4207,76,1,-1
9376,4278,77,1,-1
9437,4265,77,1,-1
9498,4083,76,1,-1
9559,4221,77,1,-1
9620,4238,77,1,-1
9681,4207,76,1,-1
9741,4083,76,1,-1
9802,4221,77,1,-1
9863,4269,77,1,-1
9924,4247,77,1,-1
9985,4274,77,1,-1
10045,4096,76,1,-1
10106,4225,77,1,-1
10167,4305,77,1,-1
10228,4212,77,1,-1
10289,4092,76,1,-1
10349,4212,77,1,-1
10410,4154,76,1,-1
10471,4269,77,1,-1
10532,4287,77,1,-1
10593,4078,76,1,-1
10654,4225,77,1,-1
10714,4238,77,1,-1
10775,4216,77,1,-1
10836,4243,77,1,-1
10897,4212,77,1,-1
10958,4292,77,1,-1
11018,4278,77,1,-1
11079,4269,77,1,-1
11140,4087,76,1,-1
11201,4221,77,1,-1
11262,4238,77,1,-1
11322,4247,77,1,-1
11383,4256,77,1,-1
11444,4078,76,1,-1
11505,4221,77,1,-1
11566,4265,77,1,-1
11626,4283,77,1,-1
11687,4212,77,1,-1
11748,4056,75,1,-1
11809,4221,77,1,-1
11870,4225,77,1,-1
11931,4207,76,1,-1
11991,4216,77,1,-1
12052,4225,77,1,-1
12113,4216,77,1,-1
12174,4198,76,1,-1
12235,4216,77,1,-1
12295,4207,76,1,-1
12356,4198,76,1,-1
12417,4189,76,1,-1
12478,4092,76,1,-1
12539,4198,76,1,-1
12599,4229,77,1,-1
12660,4238,77,1,-1
12721,4256,77,1,-1
12782,4096,76,1,-1
12843,4225,77,1,-1
12904,4292,77,1,-1
12964,4198,76,1,-1
13025,4087,76,1,-1
13086,4229,77,1,-1
13147,4194,76,1,-1
13208,4198,76,1,-1
13268,4203,76,1,-1
13329,4096,76,1,-1
13390,4229,77,1,-1
13451,4256,77,1,-1
13512,4243,77,1,-1
13572,4283,77,1,-1
13633,4074,76,1,-1
13694,4198,76,1,-1
13755,4229,77,1,-1
13816,4207,76,1,-1
13877,4096,76,1,-1
13937,4221,77,1,-1
13998,4243,77,1,-1
14059,4256,77,1,-1
14120,4269,77,1,-1
14181,4101,76,1,-1
14241,4025,75,1,-1
14302,3750,73,1,-1
14363,3852,74,1,-1
14424,3767,73,1,-1
14485,4030,75,1,-1
14546,4047,75,1,-1
14606,3994,75,1,-1
14667,3990,75,1,-1
14728,3861,74,1,-1
14789,4047,75,1,-1
14850,3990,75,1,-1
14910,4043,75,1,-1
14971,4016,75,1,-1
15032,3901,74,1,-1
15093,4043,75,1,-1
15154,4034,75,1,-1
15214,4092,76,1,-1
15275,4096,76,1,-1
15336,3936,75,1,-1
15397,4070,75,1,-1
15458,4065,75,1,-1
15518,4087,76,1,-1
15579,4114,76,1,-1
15640,4043,75,1,-1
15701,4181,76,1,-1
15762,4158,76,1,-1
15822,4194,76,1,-1
15883,4030,75,1,-1
15944,3910,74,1,-1
16005,4047,75,1,-1
16066,4052,75,1,-1
16126,4047,75,1,-1
16187,4038,75,1,-1
16248,3887,74,1,-1
16309,3998,75,1,-1
16370,4061,75,1,-1
16430,4034,75,1,-1
16491,4034,75,1,-1
16552,3883,74,1,-1
16613,3985,75,1,-1
16674,4016,75,1,-1
16735,4030,75,1,-1
16795,3976,75,1,-1
16856,3994,75,1,-1
16917,3981,75,1,-1
16978,3981,75,1,-1
17039,3981,75,1,-1
17099,3976,75,1,-1
17160,3972,75,1,-1
17221,3976,75,1,-1
17282,4016,75,1,-1
17343,3865,74,1,-1
17403,3985,75,1,-1
17464,4012,75,1,-1
17525,3981,75,1,-1
17586,3990,75,1,-1
17647,3981,75,1,-1
17707,3967,75,1,-1
17768,3981,75,2,-1
17829,3972,75,1,-1
17890,3834,74,1,-1
17951,3981,75,1,-1
18011,3914,74,1,-1
18072,3972,75,1,-1
18133,3958,75,1,-1
18194,3976,75,2,-1
18255,3976,75,1,-1
18315,3998,75,1,-1
18376,4034,75,1,-1
18437,3994,75,1,-1
18498,3981,75,1,-1
18559,3799,74,1,-1
18620,3967,75,1,-1
18680,4030,75,2,-1
18741,4016,75,1,-1
18802,4016,75,1,-1
18863,3847,74,1,-1
18924,3981,75,1,-1
18984,4047,75,1,-1
19045,3972,75,1,-1
19106,3985,75,1,-1
19167,3985,75,1,-1
19228,3976,75,1,-1
19288,3985,75,1,-1
19349,3963,75,1,-1
19410,3874,74,1,-1
19471,3985,75,1,-1
19532,4034,75,1,-1
19592,4012,75,1,-1
19653,4038,75,1,-1
19714,3856,74,1,-1
19775,4012,75,1,-1
19836,4003,75,2,-1
19896,4012,75,1,-1
19957,4030,75,1,-1
20018,3847,74,1,-1
20079,3981,75,1,-1
20140,3994,75,1,-1
20200,4016,75,1,-1
20261,4030,75,1,-1
20322,3852,74,1,-1
20383,3990,75,1,-1
20444,3963,75,1,-1
20504,3976,75,1,-1
20565,3963,75,1,-1
20626,3985,75,1,-1
20687,3976,75,1,-1
20748,3981,75,1,-1
20808,3990,75,1,-1
20869,3981,75,1,-1
20930,3856,74,1,-1
20991,3990,75,1,-1
21052,3927,74,1,-1
21112,4034,75,1,-1
21173,4025,75,1,-1
21234,3856,74,1,-1
21295,3990,75,1,-1
21356,3990,75,2,-1
21417,3976,75,1,-1
21477,3998,75,1,-1
21538,3990,75,1,-1
21599,3976,75,1,-1
21660,3990,75,1,-1
21721,3990,75,1,-1
21781,3990,75,1,-1
21842,4012,75,1,-1
21903,4021,75,1,-1
21964,4043,75,1,-1
22025,3843,74,1,-1
22085,3990,75,1,-1
22146,3958,75,1,-1
22207,3963,75,1,-1
22268,4052,75,1,-1
22329,3852,74,1,-1
22389,3976,75,1,-1
22450,4016,75,1,-1
22511,4016,75,1,-1
22572,4025,75,1,-1
22633,3861,74,1,-1
22693,3990,75,1,-1
22754,3998,75,1,-1
22815,4030,75,1,-1
22876,4038,75,1,-1
22937,3870,74,1,-1
22997,3990,75,1,-1
23058,4016,75,1,-1
23119,4012,75,1,-1
23180,4034,75,1,-1
23241,3852,74,1,-1
23302,3990,75,1,-1
23362,4007,75,1,-1
23423,4052,75,1,-1
23484,4025,75,1,-1
23545,3839,74,1,-1
23606,3998,75,1,-1
23666,3998,75,1,-1
23727,4021,75,1,-1
23788,4016,75,1,-1
23849,3852,74,1,-1
23910,3976,75,1,-1
23970,4012,75,1,-1
24031,4012,75,1,-1
24092,4030,75,1,-1
24153,3856,74,1,-1
24214,3976,75,1,-1
24274,3967,75,1,-1
24335,3950,75,1,-1
24396,3936,75,1,-1
24457,3816,74,1,-1
24518,3958,75,1,-1
24578,3936,75,1,-1
24639,3923,74,1,-1
24700,3914,74,1,-1
24761,3936,75,1,-1
24822,4016,75,1,-1
24882,4034,75,1,-1
24943,4016,75,1,-1
25004,4043,75,1,-1
25065,4056,75,2,-1
25126,4070,75,1,-1
25187,4101,76,1,-1
25247,4101,76,1,-1
25308,3945,75,1,-1
25369,4052,75,1,-1
25430,4021,75,1,-1
25491,4092,76,1,-1
25551,4101,76,1,-1
25612,3910,74,1,-1
25673,4065,75,1,-1
25734,4034,75,1,-1
25795,4034,75,1,-1
25855,3963,75,1,-1
25916,4070,75,1,-1
25977,4172,76,1,-1
26038,4141,76,1,-1
26099,4163,76,1,-1
26162,3967,75,454,-1
26222,4078,76,454,-1
26283,4136,76,454,-1
26388,4118,76,454,259
26595,4136,76,453,360
26802,4105,76,454,372
27008,4118,76,628,374
27215,4114,76,736,374
27421,4110,76,706,377
27628,4145,76,705,375
27835,4150,76,705,375
28041,4096,76,706,374
28247,4132,76,704,259
28454,4132,76,704,255
28660,4003,75,705,255
28866,4127,76,707,256
29073,4105,76,704,254
29279,4105,76,705,255
29485,4123,76,704,256
29690,4132,76,705,256
29897,4189,76,705,255
30102,4132,76,704,256
30309,4150,76,705,253
30514,4181,76,706,255
30721,4136,76,704,252
30927,4136,76,705,254
31134,4154,76,705,255
31340,4141,76,705,255
31546,4078,76,705,255
31752,4167,76,705,255
31959,4132,76,703,254
32165,4145,76,704,256
32372,4145,76,704,254
32578,4145,76,705,255
32784,4158,76,705,255
32991,4154,76,704,255
33197,4012,75,705,254
33404,4158,76,703,254
33609,4167,76,705,255
33816,4167,76,701,255
34021,4145,76,704,255
34228,4145,76,705,256
34433,4150,76,704,255
34640,4154,76,705,255
34846,4154,76,705,255
35052,4141,76,706,253
35258,4136,76,705,253
35465,4154,76,706,252
35671,4150,76,705,253
35878,4158,76,704,255
36083,4154,76,705,255
36290,4145,76,704,253
36496,4176,76,707,255
36703,4176,76,704,255
36909,4145,76,703,252
37116,4038,75,706,255
37322,4194,76,704,255
37529,4150,76,705,253
37735,4021,75,706,253
37942,4141,76,705,254
38147,4176,76,707,254
