time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter

1,-0.09

2,0.18,0

7,-0.09

8,-0.09

9,0.09,0

13,0.18

14,0.00

15,0.18,0

20,0.09

21,0.53,0

26,0.26

27,0.26,0

32,0.26

33,0.26

34,0.00,0

38,0.26

39,0.26

40,0.00,0

44,0.26

45,-0.09

46,-0.09,0

51,0.26

52,0.44,0

57,0.09

58,-0.09,0

63,0.18

64,0.18

65,0.26,0

69,-0.09

70,0.44

71,0.26,0

76,0.26

77,0.44,0

82,0.26

83,0.26,0

88,0.26

89,0.26

90,0.26,0

94,0.00

95,0.00

96,0.18,0

100,0.26

101,0.35

102,0.18,0

106,0.18

107,0.18

108,0.18,0

112,0.18

113,0.09

114,0.18,0

119,0.35

120,0.00

121,-0.09,0

125,0.44

126,0.26

127,0.26,0

131,0.18

132,0.18

133,-0.09,0

137,0.18

138,0.18

139,0.18,0

143,0.18

144,0.09

145,0.00,0

149,0.00

150,0.18

151,0.18,0

155,0.18

156,0.18

157,0.09,0

161,0.09

162,-0.09

163,-0.09,0

168,0.18

169,0.44,0

174,0.26

175,0.18

176,0.18,0

180,0.26

181,0.26

182,0.09,0

187,0.18

188,0.18,0

192,0.18

193,0.18

194,0.18,0

198,-0.09

199,-0.09

200,0.09,0

204,-0.09

205,0.18

206,0.18,0

210,0.26

211,0.26

212,-0.09,0

217,0.09

218,0.18,0

222,-0.09

223,0.09

224,-0.09,0

229,0.18

230,0.18

231,0.26,0

235,0.18

236,0.00

237,0.09,0

241,0.26

242,0.26

243,0.26,0

247,-0.09

248,0.09

249,0.18,0

253,-0.09

254,-0.09

255,-0.09,0

259,-0.09

260,0.00

261,0.18,0

265,0.00

266,-0.09

267,-0.09,0

271,0.18

272,0.35

273,0.26,0

277,-0.09

278,-0.26

279,-0.35,0

283,-0.09

284,-0.09

285,-0.09,0

290,-0.18

291,-0.18

292,0.18,0

295,-0.09

296,0.00

297,-0.09

298,-0.09,0

302,-0.18

303,-0.18

304,-0.18,0

308,-0.18

309,-0.18

310,-0.09,0

314,0.00

315,0.00

316,-0.09,0

320,-0.35

321,-0.18

322,-0.26,0

326,-0.09

327,0.00

328,-0.09,0

332,-0.09

333,-0.09

334,-0.09,0

338,-0.09

339,0.09

340,-0.09,0
O344,0.00


O345,0.00


O346,-0.09


O347,-0.09


O348,0.09


O349,-0.09


O350,0.00,0


O353,-0.09


O354,0.00


O355,-0.09
,0


O359,-0.09


O360,0.00


O361,0.18,0


O365,-0.09


O366,0.09


O367,0.18,0


O370,-0.09


O371,0.18


O372,0.00


O373,-0.09,0


O376,-0.09


O377,-0.09


O378,-0.26
,0


O382,0.00


O383,0.18


O384,0.00,0


O387,-0.44


O388,-0.18


O389,-0.18


O390,-0.44,0


O393,0.18


O394,-0.09


O395,-0.09


O396,0.09,0


O399,0.18


O400,0.09


O401,0.18
,0


O405,0.00


O406,-0.09


O407,-0.09,0


O410,-0.09


O411,0.09


O412,0.18


O413,0.18,0


O416,0.18


O417,0.18


O418,0.18


O419,0.18,0


O422,-0.09


O423,-0.09


O424,-0.09
,0


O428,-0.09


O429,-0.09


O430,-0.26,0


O433,-0.18


O434,0.09


O435,-0.09


O436,0.00,0


O439,-0.09


O440,-0.09


O441,0.09


O442,0.18,0


O445,0.18


O446,-0.09


O447,-0.09
,0


O451,0.00


O452,0.18


O453,-0.09,0


O457,0.18


O458,0.18


O459,0.26,0


O462,-0.09


O463,0.00


O464,0.09


O465,-0.09,0


O468,0.09


O469,0.09


O470,0.00
,0


O474,0.18


O475,-0.09


O476,0.18
,0


O479,-0.09


O480,0.09


O481,0.18


O482,0.18


O483,0.00,0


O486,0.18


O487,0.18


O488,0.00,0


O491,0.18


O492,-0.09


O493,0.18


O494,0.18,0


O497,-0.09


O498,-0.09


O499,-0.09
,0


O503,0.18


O504,0.18


O505,0.18,0


O509,0.18


O510,0.18


O511,0.18,0


O514,0.18


O515,0.18


O516,0.18


O517,-0.09,0


O520,0.18


O521,0.18,0


