time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
136382,0.00,-0.00,249.94,1,0,0
136438,0.00,-0.01,249.88,1,0,0
136494,0.00,-0.02,249.82,1,0,0
136550,0.00,-0.02,249.77,1,0,0
136606,0.00,-0.02,249.73,1,0,0
136661,0.00,-0.03,249.69,1,0,0
136717,0.00,-0.03,249.66,1,0,0
136773,0.00,-0.03,249.62,1,0,0
136829,0.00,-0.04,249.60,2,0,0
136885,0.00,-0.04,249.57,2,0,0
136941,0.00,-0.04,249.53,2,0,0
136997,0.00,-0.04,249.49,3,0,0
137053,0.00,-0.05,249.45,3,0,0
137109,0.00,-0.05,249.40,3,0,0
137165,0.00,-0.06,249.36,4,3,0
137220,0.00,-0.06,249.33,4,3,0
137276,0.00,-0.06,249.31,4,3,0
137332,0.00,-0.06,249.30,4,3,0
137388,0.00,-0.06,249.31,4,2,0
137444,0.00,-0.06,249.34,3,3,0
137500,0.00,-0.05,249.38,3,3,0
137556,0.00,-0.05,249.43,3,3,0
137612,0.00,-0.05,249.48,3,3,0
137668,0.00,-0.04,249.54,3,3,0
137724,0.00,-0.03,249.60,3,3,0
137780,0.00,-0.03,249.67,3,3,0
137835,0.00,-0.02,249.72,3,3,0
137891,0.00,-0.02,249.78,3,3,0
137947,0.00,-0.01,249.83,4,3,0
138003,0.00,-0.01,249.87,4,3,0
138059,0.00,-0.00,249.91,4,3,0
138115,0.00,-0.00,249.94,4,3,0
138171,0.00,-0.00,249.96,4,3,0
138227,0.00,-0.00,249.98,4,4,0
138283,0.00,-0.00,249.99,4,3,0
138339,0.00,-0.00,250.00,4,3,0
138394,0.00,-0.00,249.99,4,3,0
138450,0.00,-0.00,249.98,5,3,0
138506,0.00,-0.00,249.96,5,3,0
138562,0.00,-0.00,249.94,5,3,0
138618,0.00,-0.00,249.92,5,3,0
138674,0.00,-0.00,249.90,5,3,0
138730,0.00,-0.01,249.89,5,3,0
138786,0.00,-0.01,249.87,5,3,0
138842,0.00,-0.01,249.86,5,3,0
138898,0.00,-0.01,249.85,5,3,0
138953,0.00,-0.01,249.83,5,3,0
139009,0.00,-0.02,249.82,5,3,0
139065,0.00,-0.02,249.80,6,3,0
139121,0.00,-0.02,249.79,6,3,0
139177,0.00,-0.02,249.77,6,3,0
139233,0.00,-0.02,249.77,6,3,0
139289,0.00,-0.02,249.78,5,3,0
139345,0.00,-0.02,249.79,5,4,0
139401,0.00,-0.02,249.82,5,3,0
139457,0.00,-0.01,249.85,5,3,0
139512,0.00,-0.01,249.88,5,3,0
139568,0.00,-0.00,249.92,5,3,0
139624,0.00,-0.00,249.95,5,3,0
139680,0.00,-0.00,249.98,5,3,0
139736,0.00,0.00,250.01,5,3,0
139792,0.00,0.00,250.03,5,3,0
139848,0.00,0.00,250.05,5,3,0
139904,0.00,0.00,250.07,5,3,0
139960,0.00,0.00,250.10,5,3,0
140015,0.00,0.01,250.14,4,3,0
140071,0.00,0.02,250.18,4,3,0
140127,0.00,0.02,250.23,4,3,0
140183,0.00,0.02,250.27,4,3,0
140239,0.00,0.03,250.31,4,3,0
140295,0.00,0.03,250.34,4,3,0
140351,0.00,0.03,250.36,4,3,0
140407,0.00,0.03,250.36,4,3,0
140462,0.00,0.03,250.35,4,3,0
140518,0.00,0.03,250.32,4,3,0
140574,0.00,0.02,250.28,4,3,0
140630,0.00,0.02,250.23,5,3,0
140686,0.00,0.02,250.18,5,3,0
140742,0.00,0.01,250.12,5,3,0
140798,0.00,0.00,250.07,5,3,0
140853,0.00,0.00,250.01,5,3,0
140909,0.00,-0.00,249.95,5,4,0
140965,0.00,-0.00,249.90,5,3,0
141021,0.00,-0.01,249.84,5,3,0
141077,0.00,-0.02,249.79,5,4,0
