time,flex sensor,"actuator position, command","actuator position, measured",force,"""Trial Number""","""Target Angle"""
1296.284,180.0,4.0,4.021136063408191,-22.41,0,0
1296.737,180.0,4.0,4.021136063408191,-22.41,0,0
1297.19,180.0,4.0,4.021136063408191,-22.41,0,0
1297.644,180.0,4.0,3.9154557463672397,-22.41,0,0
1298.096,180.0,4.0,4.04227212681638,-22.32,0,0
1298.549,180.0,4.0,3.8731836195508578,-22.41,0,0
1299.001,180.0,4.0,3.9154557463672397,-22.5,0,0
1299.455,180.0,4.0,4.0,-22.41,0,0
1299.908,180.0,4.0,4.0,-22.41,0,0
1300.361,180.0,4.0,3.957727873183618,-22.5,0,0
1300.813,180.0,4.0,3.957727873183618,-22.5,0,0
1301.266,180.0,4.0,4.04227212681638,-22.5,0,0
1301.719,180.0,4.0,3.8943196829590505,-2823.4,0,0
1302.172,180.0,4.0,3.936591809775429,-22.5,0,0
1302.625,180.0,4.0,3.978863936591811,-22.5,0,0
1303.077,180.0,4.0,3.957727873183618,-22.5,0,0
1303.53,180.0,4.0,3.9154557463672397,-22.5,0,0
1303.983,180.0,4.0,3.978863936591811,-22.41,0,0
1304.436,180.0,4.0,3.957727873183618,-22.5,0,0
1304.889,180.0,4.0,3.957727873183618,-22.5,0,0
1305.341,180.0,4.0,3.978863936591811,-22.5,0,0
1305.794,180.0,4.0,3.9154557463672397,-22.5,0,0
1306.246,180.0,4.0,3.957727873183618,-22.5,0,0
1306.7,180.0,4.0,4.04227212681638,-22.41,0,0
1307.153,180.0,4.0,4.04227212681638,-22.5,0,0
1307.606,180.0,4.0,4.04227212681638,-22.5,0,0
1308.058,180.0,4.0,3.8943196829590505,-22.5,0,0
1308.511,180.0,4.0,3.957727873183618,-22.5,0,0
1308.964,180.0,4.0,3.978863936591811,-22.5,0,0
1309.417,180.0,4.0,4.021136063408191,-22.5,0,0
1309.87,180.0,4.0,4.04227212681638,-22.41,0,0
1310.322,180.0,4.0,4.0,-22.59,0,0
1310.775,180.0,4.0,3.978863936591811,-22.59,0,0
1311.229,180.0,4.0,3.978863936591811,-22.59,0,0
1311.681,180.0,4.0,4.021136063408191,-22.59,0,0
1312.134,180.0,4.0,3.978863936591811,-22.59,0,0
1312.586,180.0,4.0,3.978863936591811,-22.59,0,0
1313.04,180.0,4.0,4.021136063408191,-22.59,0,0
1313.493,180.0,4.0,3.9154557463672397,-22.59,0,0
1313.945,180.0,4.0,3.957727873183618,-22.68,0,0
1314.398,180.0,4.0,3.936591809775429,-22.5,0,0
1314.85,180.0,4.0,3.957727873183618,-22.5,0,0
1315.304,180.0,4.0,3.957727873183618,-22.5,0,0
1315.757,180.0,4.0,4.021136063408191,-22.59,0,0
1316.21,180.0,4.0,3.936591809775429,-22.41,0,0
1316.662,180.0,4.0,4.0,-22.5,0,0
1317.115,180.0,4.0,4.0,-22.41,0,0
1317.568,180.0,4.0,3.8731836195508578,-22.41,0,0
1318.021,180.0,4.0,3.957727873183618,-22.5,0,0
1318.474,180.0,4.0,3.8943196829590505,-22.5,0,0
1318.926,180.0,4.0,3.978863936591811,-22.5,0,0
1319.379,180.0,4.0,3.9154557463672397,-22.5,0,0
1319.832,180.0,4.0,3.8943196829590505,-22.5,0,0
1320.286,180.0,4.0,4.021136063408191,-22.5,0,0
1320.739,180.0,4.0,3.957727873183618,-22.59,0,0
1321.192,180.0,4.0,3.957727873183618,-22.5,0,0
1321.644,180.0,4.0,4.0,-22.5,0,0
