47,971,0.09
48,979,0.09
49,973,0.09
50,968,0.09
51,963,0.09
52,937,0.09
53,938,0.09
54,924,0.09
55,915,0.18
56,902,0.18
57,891,0.18
58,881,0.18
59,878,0.18
60,862,0.18
61,852,-2213.53
62,839,0.26
63,832,0.35
64,817,0.62
65,820,0.53
66,799,0.70
67,804,0.70
68,778,1.23
69,776,1.23
70,760,1.32
71,754,1.32
72,740,1.76
73,741,1.67
74,720,2.29
75,717,-993.78
76,697,2.81
77,695,3.08
78,675,3.16
79,669,3.34
80,657,3.69
81,657,3.87
82,644,4.13
83,634,4.13
84,620,4.31
85,622,4.57
86,612,4.75
87,595,5.10
-14650
257
ZERO_FORCE = 257
313
USER_MIN_FORCE_DATA = 313
48
USER_MAX_FORCE_DATA = 48
85
USER_MIN_ACTUATOR_COMMAND = 85
48
USER_MAX_ACTUATOR_COMMAND = 48
85
USER_MIN_ACTUATOR_AVG = 85
