time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
41.251,180.0,65.0,811.0,-0.09,0.0,13.0,-23.29,0
41.402,180.0,65.0,810.0,-0.09,0.0,13.0,-23.29,0
41.554,180.0,65.0,810.0,-0.18,0.0,13.0,-23.29,0
41.705,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
41.857,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
42.008,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
42.16,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
42.311,180.0,65.0,811.0,-0.26,0.0,13.0,-23.29,0
42.463,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
42.614,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
42.766,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
42.917,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
43.069,180.0,65.0,811.0,-0.26,0.0,13.0,-23.29,0
43.22,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
43.372,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
43.523,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
43.675,180.0,65.0,810.0,-0.35,0.0,12.0,-23.29,0
43.826,180.0,65.0,810.0,-0.35,0.0,13.0,-23.29,0
43.977,180.0,65.0,810.0,-0.35,0.0,13.0,-23.29,0
44.129,180.0,65.0,810.0,-0.35,0.0,13.0,-23.29,0
44.28,180.0,65.0,810.0,-0.35,0.0,13.0,-23.29,0
44.432,180.0,65.0,810.0,-0.35,0.0,13.0,-23.29,0
44.583,180.0,65.0,810.0,-0.18,0.0,13.0,-23.29,0
44.735,180.0,65.0,810.0,-0.26,0.0,12.0,-23.29,0
44.886,180.0,65.0,810.0,-0.26,0.0,13.0,-23.29,0
45.038,180.0,120.0,810.0,-0.09,0.0,13.0,-23.29,1
45.189,180.0,120.0,718.0,0.26,0.0,13.0,-23.29,1
45.341,180.0,120.0,489.0,3.6,0.0,11.0,-23.29,1
45.492,180.0,120.0,392.0,5.8,0.0,10.0,-23.29,1
45.644,180.0,120.0,392.0,5.8,0.0,10.0,-23.29,1
45.795,180.0,120.0,397.0,5.8,0.0,11.0,-23.29,1
45.947,180.0,120.0,395.0,5.89,0.0,10.0,-23.29,1
46.098,180.0,120.0,391.0,5.89,0.0,10.0,-23.29,1
46.25,180.0,120.0,392.0,5.62,0.0,10.0,-23.29,1
46.401,180.0,120.0,392.0,5.71,0.0,10.0,-23.29,1
46.552,180.0,120.0,392.0,5.71,0.0,11.0,-23.29,1
46.704,180.0,120.0,390.0,5.62,0.0,10.0,-23.29,1
46.855,180.0,120.0,392.0,5.54,0.0,10.0,-23.29,1
47.007,180.0,120.0,392.0,5.54,0.0,10.0,-23.29,1
47.158,180.0,120.0,391.0,5.36,0.0,10.0,-23.29,1
47.31,180.0,120.0,391.0,5.01,0.0,10.0,-23.29,1
47.461,180.0,120.0,392.0,4.66,0.0,10.0,-23.29,1
47.613,180.0,120.0,392.0,4.48,0.0,10.0,-23.29,1
47.764,180.0,120.0,392.0,4.48,0.0,10.0,-23.29,1
