time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
54085,0.00,0.09,254.00,0,0,0
54141,0.00,0.09,254.02,0,0,0
54197,0.00,0.09,254.04,0,0,0
54253,0.00,0.09,254.05,0,0,0
54309,0.00,0.09,254.04,0,0,0
54364,0.00,0.09,254.03,0,0,0
54420,0.00,0.09,254.00,0,0,0
54476,0.00,0.08,253.96,0,0,0
54532,0.00,0.08,253.91,0,0,0
54588,0.00,0.07,253.85,0,0,0
54643,0.00,0.07,253.79,0,0,0
54699,0.00,0.06,253.71,0,0,0
54755,0.00,0.06,253.64,0,0,0
54811,0.00,0.05,253.55,0,0,0
54867,0.00,0.04,253.46,0,0,0
54923,0.00,0.03,253.37,0,0,0
54978,0.00,0.02,253.28,0,0,0
55034,0.00,0.02,253.18,0,0,0
55090,0.00,0.00,253.10,0,0,0
55146,0.00,0.00,253.01,0,0,0
55202,0.00,-0.00,252.93,0,0,0
55258,0.00,-0.01,252.86,0,0,0
55313,0.00,-0.02,252.79,0,0,0
55369,0.00,-0.02,252.73,0,0,0
55425,0.00,-0.03,252.67,0,0,0
55481,0.00,-0.03,252.63,0,0,0
55537,0.00,-0.04,252.59,0,0,0
55593,0.00,-0.04,252.57,0,0,0
55649,0.00,-0.04,252.56,0,0,0
55704,0.00,-0.04,252.56,0,0,0
55760,0.00,-0.04,252.57,0,0,0
55816,0.00,-0.04,252.59,0,0,0
55872,0.00,-0.03,252.63,0,0,0
55928,0.00,-0.03,252.68,0,0,0
55984,0.00,-0.02,252.75,0,0,0
56040,0.00,-0.02,252.82,0,0,0
56096,0.00,-0.00,252.91,0,0,0
56151,0.00,0.00,253.00,0,0,0
56207,0.00,0.01,253.11,0,0,0
56263,0.00,0.02,253.22,0,0,0
56319,0.00,0.03,253.34,0,0,0
56375,0.00,0.04,253.45,0,0,0
56430,0.00,0.05,253.57,0,0,0
56486,0.00,0.06,253.67,0,0,0
56542,0.00,0.07,253.77,0,0,0
56598,0.00,0.08,253.86,0,0,0
56654,0.00,0.08,253.94,0,0,0
56710,0.00,0.09,254.02,0,0,0
56765,0.00,0.10,254.10,0,0,0
56821,0.00,0.10,254.17,0,0,0
56877,0.00,0.11,254.25,0,0,0
56933,0.00,0.12,254.32,0,0,0
56989,0.00,0.12,254.39,0,0,0
57044,0.00,0.13,254.46,0,0,0
57100,0.00,0.13,254.53,0,0,0
57156,0.00,0.14,254.59,0,0,0
57212,0.00,0.14,254.65,0,0,0
57268,0.00,0.15,254.70,0,0,0
57323,0.00,0.15,254.74,0,0,0
57379,0.00,0.16,254.79,0,0,0
57435,0.00,0.16,254.82,0,0,0
57491,0.00,0.16,254.85,0,0,0
57547,0.00,0.16,254.87,0,0,0
57603,0.00,0.17,254.88,0,0,0
57658,0.00,0.17,254.89,0,0,0
57714,0.00,0.17,254.88,0,0,0
57770,0.00,0.16,254.87,0,0,0
57826,0.00,0.16,254.84,0,0,0
57882,0.00,0.16,254.81,0,0,0
57937,0.00,0.16,254.77,0,0,0
57993,0.00,0.15,254.72,0,0,0
58049,0.00,0.15,254.67,0,0,0
58105,0.00,0.14,254.61,0,0,0
58161,0.00,0.14,254.55,0,0,0
58217,0.00,0.13,254.49,0,0,0
