time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
2117.896,180.0,47.0,979.0,0.0,0.0,987.0,-1.67,1
2120.048,180.0,120.0,957.0,0.0,0.0,987.0,-1.67,1
2120.201,180.0,120.0,743.0,1.58,0.0,986.0,-2.2,1
2120.353,180.0,120.0,533.0,3.96,0.0,986.0,-2.55,1
2120.506,180.0,120.0,366.0,5.54,0.0,986.0,-2.11,1
2120.658,180.0,120.0,370.0,5.27,0.0,985.0,-2.29,1
2120.811,180.0,120.0,365.0,5.27,0.0,986.0,-2.29,1
2120.963,180.0,120.0,369.0,5.01,0.0,986.0,-2.11,1
2121.116,180.0,120.0,365.0,5.1,0.0,984.0,-2.11,1
2121.268,180.0,120.0,368.0,5.01,0.0,986.0,-2.11,1
2121.42,180.0,120.0,370.0,5.01,0.0,985.0,-2.11,1
2121.573,180.0,120.0,367.0,4.75,0.0,986.0,-2.11,1
2121.725,180.0,120.0,373.0,5.01,0.0,985.0,-2.29,1
2121.878,180.0,120.0,347.0,5.19,0.0,986.0,-2.37,1
2122.03,180.0,120.0,323.0,5.71,0.0,986.0,-2.37,1
2122.183,180.0,120.0,313.0,5.98,0.0,985.0,-2.37,1
2122.335,180.0,120.0,310.0,5.89,0.0,986.0,-2.37,1
2122.487,180.0,120.0,317.0,5.98,0.0,985.0,-2.37,1
2122.64,180.0,120.0,310.0,5.8,0.0,986.0,-2.37,1
2122.792,180.0,120.0,316.0,5.8,0.0,986.0,-2.37,1
2124.945,180.0,47.0,235.0,7.03,0.0,986.0,-2.11,1
2125.097,180.0,47.0,235.0,7.03,0.0,986.0,-2.37,1
2125.25,180.0,47.0,297.0,6.59,0.0,985.0,-2.11,1
2125.402,180.0,47.0,588.0,2.37,0.0,986.0,-1.85,1
2125.555,180.0,47.0,833.0,0.79,0.0,986.0,-1.76,1
2125.707,180.0,47.0,979.0,0.09,0.0,986.0,-1.67,1
2125.859,180.0,47.0,979.0,0.09,0.0,986.0,-1.67,1
2126.012,180.0,47.0,979.0,0.09,0.0,986.0,-1.67,1
2126.164,180.0,47.0,979.0,0.09,0.0,986.0,-1.67,1
2126.317,180.0,47.0,979.0,0.09,0.0,986.0,-1.41,1
2126.469,180.0,47.0,979.0,0.09,0.0,986.0,-1.41,1
2126.622,180.0,47.0,982.0,0.09,0.0,985.0,-1.41,1
2126.774,180.0,47.0,979.0,0.09,0.0,986.0,-1.58,1
2126.927,180.0,47.0,981.0,0.0,0.0,986.0,-1.67,1
2127.079,180.0,47.0,982.0,0.0,0.0,985.0,-1.67,1
2127.231,180.0,47.0,978.0,0.0,0.0,986.0,-1.67,1
2127.384,180.0,47.0,978.0,0.0,0.0,986.0,-1.67,1
2127.536,180.0,47.0,979.0,0.0,0.0,985.0,-1.67,1
2127.689,180.0,47.0,978.0,0.0,0.0,986.0,-1.67,1
2127.841,180.0,47.0,978.0,0.0,0.0,986.0,-1.67,1
2127.994,180.0,47.0,978.0,0.0,0.0,986.0,-1.85,1
2130.146,180.0,80.0,976.0,-0.18,0.0,986.0,-1.58,1
2130.299,180.0,80.0,761.0,1.41,0.0,986.0,-2.02,1
2130.451,180.0,80.0,717.0,1.85,0.0,986.0,-2.02,1
2130.603,180.0,80.0,717.0,1.67,0.0,986.0,-2.37,1
2130.756,180.0,80.0,717.0,1.76,0.0,986.0,-2.11,1
2130.908,180.0,80.0,717.0,1.58,0.0,986.0,-2.2,1
2131.061,180.0,80.0,720.0,1.76,0.0,985.0,-2.11,1
2131.213,180.0,80.0,717.0,1.67,0.0,986.0,-2.11,1
2131.366,180.0,80.0,697.0,1.85,0.0,986.0,-2.2,1
2131.518,180.0,80.0,680.0,1.85,0.0,986.0,-2.11,1
2131.67,180.0,80.0,673.0,1.93,0.0,986.0,-2.11,1
2131.823,180.0,80.0,675.0,1.85,0.0,986.0,-2.2,1
2131.975,180.0,80.0,672.0,2.02,0.0,986.0,-2.37,1
2132.128,180.0,80.0,671.0,2.02,0.0,986.0,-2.11,1
2132.28,180.0,80.0,654.0,2.11,0.0,986.0,-2.37,1
2132.433,180.0,80.0,655.0,2.29,0.0,986.0,-2.37,1
2132.585,180.0,80.0,654.0,2.11,0.0,986.0,-2.29,1
2132.738,180.0,80.0,654.0,2.11,0.0,986.0,-2.37,1
2132.89,180.0,80.0,654.0,2.02,0.0,986.0,-2.29,1
2135.042,180.0,47.0,654.0,2.11,0.0,987.0,-2.11,1
2135.195,180.0,47.0,654.0,2.11,0.0,986.0,-2.11,1
2135.347,180.0,47.0,664.0,1.93,0.0,986.0,-2.37,1
2135.5,180.0,47.0,882.0,0.35,0.0,986.0,-1.76,1
2135.652,180.0,47.0,979.0,0.09,0.0,986.0,-1.76,1
2135.805,180.0,47.0,980.0,-0.18,0.0,986.0,-1.76,1
2135.957,180.0,47.0,980.0,-0.26,0.0,986.0,-1.76,1
2136.109,180.0,47.0,980.0,-0.26,0.0,986.0,-1.76,1
2136.262,180.0,47.0,981.0,-0.26,0.0,986.0,-1.76,1
2136.414,180.0,47.0,979.0,-0.26,0.0,986.0,-1.58,1
2136.567,180.0,47.0,982.0,0.0,0.0,986.0,-1.67,1
2136.719,180.0,47.0,981.0,-0.26,0.0,986.0,-1.67,1
2136.872,180.0,47.0,981.0,-0.26,0.0,986.0,-1.67,1
2137.024,180.0,47.0,980.0,-0.26,0.0,985.0,-1.49,1
2137.177,180.0,47.0,979.0,-0.26,0.0,986.0,-1.67,1
2137.329,180.0,47.0,980.0,-0.26,0.0,986.0,-1.67,1
2137.481,180.0,47.0,979.0,-0.09,0.0,986.0,-1.67,1
2137.634,180.0,47.0,979.0,-0.26,0.0,986.0,-1.67,1
2137.786,180.0,47.0,979.0,-0.26,0.0,986.0,-1.49,1
2137.939,180.0,47.0,979.0,-0.26,0.0,986.0,-1.41,1
2138.091,180.0,47.0,980.0,-0.26,0.0,986.0,-1.41,1
