time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
66686,0.00,0.02,256.26,0,0,0
66742,0.00,0.02,256.28,0,1,0
66798,0.00,0.02,256.28,0,1,0
66854,0.00,0.02,256.27,0,1,0
66910,0.00,0.02,256.23,0,1,0
66965,0.00,0.01,256.16,0,0,0
67021,0.00,0.00,256.08,0,1,0
67077,0.00,-0.00,255.98,1,0,0
67133,0.00,-0.01,255.87,1,0,0
67189,0.00,-0.02,255.74,2,0,0
67245,0.00,-0.04,255.60,3,1,0
67301,0.00,-0.05,255.44,4,1,0
67356,0.00,-0.06,255.26,4,0,0
67412,0.00,-0.08,255.07,5,0,0
67468,0.00,-0.10,254.87,6,1,0
67524,0.00,-0.12,254.66,8,1,0
67580,0.00,-0.14,254.44,9,1,0
67636,0.00,-0.16,254.21,10,1,0
67692,0.00,-0.18,253.99,11,3,0
67747,0.00,-0.19,253.78,12,9,0
67803,0.00,-0.21,253.59,13,8,0
67859,0.00,-0.23,253.41,14,9,0
67915,0.00,-0.24,253.24,15,8,0
67971,0.00,-0.25,253.10,16,9,0
68027,0.00,-0.27,252.98,17,9,0
68083,0.00,-0.27,252.89,18,9,0
68139,0.00,-0.28,252.81,18,16,0
68195,0.00,-0.29,252.76,19,17,0
68251,0.00,-0.29,252.72,20,16,0
68307,0.00,-0.29,252.72,21,17,0
68363,0.00,-0.29,252.73,22,17,0
68419,0.00,-0.28,252.76,22,17,0
68474,0.00,-0.28,252.82,23,16,0
68530,0.00,-0.27,252.89,24,17,0
68586,0.00,-0.27,252.97,25,17,0
68642,0.00,-0.26,253.07,25,19,0
68698,0.00,-0.25,253.18,26,22,0
68754,0.00,-0.24,253.30,27,23,0
68810,0.00,-0.23,253.43,27,23,0
68866,0.00,-0.21,253.57,28,22,0
68922,0.00,-0.20,253.71,28,23,0
68978,0.00,-0.19,253.86,28,23,0
69034,0.00,-0.17,254.01,29,22,0
69090,0.00,-0.16,254.16,29,22,0
69146,0.00,-0.15,254.30,30,23,0
69202,0.00,-0.14,254.44,30,22,0
69258,0.00,-0.13,254.57,31,20,0
69314,0.00,-0.11,254.70,31,28,0
69370,0.00,-0.10,254.83,31,28,0
69426,0.00,-0.09,254.97,31,28,0
69482,0.00,-0.08,255.10,31,28,0
69538,0.00,-0.07,255.23,32,28,0
69594,0.00,-0.06,255.37,32,28,0
69649,0.00,-0.04,255.50,32,28,0
69705,0.00,-0.03,255.63,32,28,0
69761,0.00,-0.02,255.75,32,28,0
69817,0.00,-0.01,255.87,31,28,0
69873,0.00,-0.00,255.97,31,28,0
69929,0.00,0.00,256.07,31,28,0
69985,0.00,0.01,256.15,32,28,0
70041,0.00,0.02,256.21,32,28,0
70097,0.00,0.02,256.25,32,27,0
70153,0.00,0.02,256.28,32,28,0
70209,0.00,0.03,256.30,32,28,0
70265,0.00,0.03,256.30,32,28,0
