t1,t2,command,measured
04,"
"
405102541,405102541,96,304
405104415,405104416,96,304
405107449,405107449,96,304
405109331,405109332,96,304
405111204,405111205,96,304
405113085,405113086,96,304
405114961,405114962,96,304
405116842,405116843,96,304
405118717,405118718,96,304
405120598,405120598,96,304
405122470,405122471,96,304
405125171,405125171,96,304
405127047,405127048,96,304
405128924,405128924,96,304
405130806,405130807,96,304
405132684,405132685,96,304
405134564,405134565,96,304
405136440,405136440,96,304
405138320,405138321,96,304
405140193,405140194,96,304
405142789,405142789,96,304
405144666,405144667,96,304
405146548,405146548,96,304
405148422,405148423,96,304
405150298,405150299,96,304
405152179,405152180,96,304
405154055,405154056,96,304
405155938,405155939,96,304
405157815,405157815,96,304
405160508,405160508,96,304
405162382,405162383,96,304
405164265,405164265,96,304
405166141,405166141,96,304
405168062,405168062,96,304
405169938,405169938,96,304
405171815,405171816,96,304
405173698,405173698,96,304
405175573,405175574,96,304
405178172,405178173,96,304
405180049,405180049,96,304
405181932,405181932,96,304
405183808,405183809,96,304
405185689,405185690,96,304
405187565,405187566,96,304
405189450,405189451,96,304
405191324,405191325,96,304
405193199,405193200,96,304
405196034,405196035,96,304
405197910,405197910,96,304
405199792,405199793,96,304
405201668,405201669,96,304
405203556,405203556,96,304
405205431,405205432,96,304
405207313,405207314,96,304
405209192,405209193,96,304
405211073,405211074,96,304
405213750,405213750,96,304
405215625,405215626,96,304
405217506,405217506,96,304
405219382,405219383,96,304
405221299,405221300,96,304
405223172,405223172,96,304
405225054,405225055,96,304
405226930,405226930,96,304
405228810,405228810,96,302
405231393,405231393,96,302
405233266,405233266,96,302
405235145,405235145,96,302
405237021,405237021,96,302
405238900,405238901,96,302
405240774,405240774,96,302
405242655,405242655,96,302
405244526,405244527,96,302
405246407,405246408,96,303
405248994,405248995,96,303
405250874,405250874,96,303
405252749,405252750,96,303
405254625,405254626,96,303
405256505,405256506,96,303
405258380,405258381,96,303
405260259,405260260,96,303
405262133,405262133,96,303
405264014,405264015,96,303
405266596,405266597,96,303
405268474,405268475,96,303
405270347,405270348,96,303
405272228,405272229,96,303
405274145,405274145,96,303
405276020,405276021,96,303
405277900,405277901,96,303
405279774,405279775,96,303
405282409,405282409,96,302
405284281,405284282,96,302
405286162,405286163,96,302
405288037,405288038,96,302
405289917,405289917,96,302
405291791,405291792,96,302
405293671,405293672,96,302
405295545,405295545,96,302
405297417,405297418,96,302
405299296,405299297,96,301
405301882,405301882,96,301
405303762,405303762,96,301
405305637,405305638,96,301
405307519,405307519,96,301
405309395,405309395,96,301
405311274,405311274,96,301
405313147,405313148,96,301
405315028,405315029,96,301
405316905,405316905,96,302
405319605,405319606,96,302
405321485,405321486,96,302
405323361,405323361,96,302
405325241,405325241,96,302
405327115,405327116,96,302
405329000,405329000,96,302
405330876,405330876,96,302
405332759,405332760,96,302
405334635,405334635,96,301
405337435,405337435,96,301
