47,975,0.00
48,981,0.00
49,971,-0.18
50,957,-0.18
51,955,-0.18
52,941,-0.09
53,936,-0.18
54,921,-0.26
55,917,-0.18
56,897,0.18
57,892,-0.09
58,884,0.18
59,872,0.09
60,858,0.18
61,853,0.26
62,843,0.44
63,834,0.70
64,826,0.79
65,810,1.05
66,801,1.41
67,789,1.41
68,778,1.67
69,766,1.93
70,764,1.85
71,746,2.55
72,751,2.37
73,763,3.08
74,750,3.43
75,708,3.96
76,701,4.31
77,689,4.83
78,680,5.01
79,672,5.36
80,683,5.62
81,643,5.89
82,641,5.98
83,629,6.24
84,623,6.33
85,662,6.15
86,637,6.77
87,617,6.86
88,590,6.94
89,591,7.29
90,569,7.29
91,603,7.82
92,589,7.82
93,576,7.91
255
ZERO_FORCE = 255
260
USER_MIN_FORCE_DATA = 260
345
USER_MAX_FORCE_DATA = 345
60
USER_MIN_ACTUATOR_COMMAND = 60
91
USER_MAX_ACTUATOR_COMMAND = 91
60
USER_MIN_ACTUATOR_AVG = 60
91
USER_MAX_ACTUATOR_AVG = 91
47,589,1.05
48,613,1.05
49,623,1.05
50,604,0.79
51,530,0.79
52,557,0.79
53,585,0.62
54,536,0.97
55,501,1.14
56,553,1.23
57,549,1.05
58,544,1.05
59,536,1.05
60,528,1.05
61,588,1.23
62,498,1.58
63,509,1.58
64,536,1.49
65,502,1.58
66,452,1.85
67,445,2.11
68,524,2.29
69,494,2.20
70,490,2.37
71,431,2.90
72,464,2.81
73,504,3.25
74,493,3.34
75,473,3.96
76,442,4.31
77,401,4.04
78,407,4.48
79,424,4.66
80,423,5.19
81,402,5.45
82,425,6.15
83,461,6.15
84,448,6.33
85,415,6.77
86,425,6.94
87,439,7.03
88,415,7.03
89,446,7.21
267
ZERO_FORCE = 267
270
USER_MIN_FORCE_DATA = 270
337
USER_MAX_FORCE_DATA = 337
61
USER_MIN_ACTUATOR_COMMAND = 61
87
USER_MAX_ACTUATOR_COMMAND = 87
60
USER_MIN_ACTUATOR_AVG = 60
89
USER_MAX_ACTUATOR_AVG = 89
47,586,1.67
48,649,1.85
49,615,2.11
50,633,1.85
51,643,1.85
52,633,1.67
53,559,1.58
54,629,1.76
55,609,1.14
56,586,1.23
57,562,1.41
58,628,1.23
59,573,1.41
60,509,1.23
61,494,1.67
62,504,1.14
63,535,1.32
64,538,1.58
65,458,1.93
66,494,2.11
67,431,2.29
68,490,2.72
69,486,2.37
70,495,2.64
71,471,2.99
72,438,3.16
73,454,3.08
74,426,3.52
75,446,3.96
76,378,3.96
77,400,4.31
78,464,4.31
79,431,4.57
80,388,4.92
81,415,5.19
82,436,5.54
83,377,5.80
274
ZERO_FORCE = 274
278
USER_MIN_FORCE_DATA = 278
321
USER_MAX_FORCE_DATA = 321
64
USER_MIN_ACTUATOR_COMMAND = 64
81
USER_MAX_ACTUATOR_COMMAND = 81
61
USER_MIN_ACTUATOR_AVG = 61
86
USER_MAX_ACTUATOR_AVG = 86
