time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
78904,0.00,0.01,255.16,0,0,0
78960,0.00,0.01,255.15,0,0,0
79016,0.00,0.01,255.13,0,0,0
79071,0.00,0.01,255.13,0,0,0
79127,0.00,0.01,255.13,0,0,0
79183,0.00,0.01,255.15,0,0,0
79239,0.00,0.02,255.17,0,0,0
79295,0.00,0.02,255.20,0,0,0
79351,0.00,0.02,255.23,0,0,0
79406,0.00,0.02,255.26,0,0,0
79462,0.00,0.02,255.28,0,0,0
79518,0.00,0.03,255.29,0,0,0
79574,0.00,0.03,255.30,0,0,0
79630,0.00,0.03,255.31,0,0,0
79685,0.00,0.03,255.30,0,0,0
79741,0.00,0.02,255.28,0,0,0
79797,0.00,0.02,255.26,0,0,0
79853,0.00,0.02,255.23,0,0,0
79909,0.00,0.02,255.19,0,0,0
79964,0.00,0.01,255.16,0,0,0
80020,0.00,0.01,255.11,0,0,0
80076,0.00,0.00,255.07,0,0,0
80132,0.00,0.00,255.02,0,0,0
80188,0.00,-0.00,254.96,0,0,0
80244,0.00,-0.00,254.89,0,0,0
80300,0.00,-0.02,254.82,0,0,0
80355,0.00,-0.02,254.74,0,0,0
80411,0.00,-0.03,254.65,1,0,0
80467,0.00,-0.04,254.56,1,0,0
80523,0.00,-0.05,254.46,1,0,0
80579,0.00,-0.05,254.38,2,0,0
80635,0.00,-0.06,254.29,2,0,0
80691,0.00,-0.07,254.21,2,0,0
80746,0.00,-0.08,254.14,3,0,0
80802,0.00,-0.08,254.07,3,0,0
80858,0.00,-0.09,254.03,3,0,0
80914,0.00,-0.09,254.01,3,0,0
80970,0.00,-0.09,254.01,3,0,0
81026,0.00,-0.08,254.04,3,0,0
81082,0.00,-0.08,254.08,3,0,0
81138,0.00,-0.08,254.14,2,0,0
81193,0.00,-0.07,254.21,2,0,0
81249,0.00,-0.06,254.30,2,0,0
81305,0.00,-0.05,254.39,2,0,0
81361,0.00,-0.04,254.50,2,0,0
81417,0.00,-0.03,254.60,2,0,0
81473,0.00,-0.02,254.72,2,0,0
81529,0.00,-0.01,254.84,1,0,0
81584,0.00,-0.00,254.96,1,0,0
81640,0.00,0.00,255.09,1,0,0
81696,0.00,0.02,255.23,0,0,0
81752,0.00,0.03,255.38,0,0,0
81808,0.00,0.05,255.53,0,0,0
81864,0.00,0.06,255.68,0,0,0
81919,0.00,0.07,255.82,0,0,0
81975,0.00,0.08,255.95,0,0,0
82031,0.00,0.09,256.08,0,0,0
82087,0.00,0.10,256.18,0,0,0
82143,0.00,0.11,256.28,0,0,0
82199,0.00,0.12,256.35,0,0,0
82254,0.00,0.12,256.41,0,0,0
82310,0.00,0.13,256.46,0,0,0
82366,0.00,0.13,256.51,0,0,0
82422,0.00,0.14,256.55,0,0,0
82478,0.00,0.14,256.59,0,0,0
82534,0.00,0.14,256.63,0,0,0
82589,0.00,0.15,256.67,0,0,0
82645,0.00,0.15,256.71,0,0,0
82701,0.00,0.15,256.75,0,0,0
82757,0.00,0.16,256.80,0,0,0
82813,0.00,0.16,256.85,0,0,0
82868,0.00,0.17,256.91,0,0,0
82924,0.00,0.17,256.96,0,0,0
82980,0.00,0.18,257.02,0,0,0
83036,0.00,0.18,257.09,0,0,0
83092,0.00,0.19,257.16,0,0,0
83148,0.00,0.20,257.23,0,0,0
83203,0.00,0.20,257.30,0,0,0
83259,0.00,0.21,257.37,0,0,0
