time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
163.91,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
164.062,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
164.215,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
164.367,180.0,47.0,978.0,-0.35,0.0,991.0,-0.7,0
164.52,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
164.672,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
164.825,180.0,47.0,979.0,-0.35,0.0,991.0,-0.88,0
164.977,180.0,47.0,978.0,0.0,0.0,990.0,-0.97,0
165.13,180.0,47.0,978.0,-0.35,0.0,991.0,-0.79,0
165.282,180.0,47.0,979.0,-0.35,0.0,991.0,-0.97,0
165.434,180.0,47.0,979.0,-0.35,0.0,991.0,-0.97,0
165.587,180.0,47.0,979.0,-0.35,0.0,990.0,-0.79,0
165.739,180.0,47.0,979.0,-0.35,0.0,991.0,-0.79,0
165.892,180.0,47.0,979.0,-0.35,0.0,991.0,-0.88,0
166.044,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
166.197,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
166.349,180.0,47.0,978.0,-0.35,0.0,991.0,-0.7,0
166.502,180.0,47.0,979.0,-0.62,0.0,991.0,-0.7,0
166.654,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
166.807,180.0,47.0,978.0,-0.62,0.0,991.0,-0.7,0
166.959,180.0,47.0,978.0,-0.35,0.0,991.0,-0.7,0
167.112,180.0,47.0,978.0,-0.35,0.0,990.0,-0.7,0
167.264,180.0,47.0,978.0,-0.35,0.0,991.0,-0.7,0
167.416,180.0,47.0,979.0,0.0,0.0,991.0,-0.18,0
167.569,180.0,47.0,978.0,0.0,0.0,991.0,-0.26,0
167.721,180.0,47.0,978.0,0.09,0.0,991.0,0.0,0
167.874,180.0,47.0,979.0,0.09,0.0,991.0,-0.26,0
168.026,180.0,47.0,979.0,0.18,0.0,991.0,0.0,0
168.179,180.0,47.0,979.0,0.09,0.0,991.0,-0.26,0
168.331,180.0,47.0,978.0,-0.18,0.0,991.0,-0.44,0
168.484,180.0,47.0,978.0,-0.26,0.0,991.0,-0.53,0
168.636,180.0,47.0,979.0,-0.26,0.0,991.0,-0.62,0
168.789,180.0,47.0,979.0,-0.26,0.0,991.0,-0.7,0
168.941,180.0,47.0,979.0,-0.35,0.0,991.0,-0.7,0
