trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,13.15,10.72,13.15,10.72,1,1,0,1,1,0
1,13.15,10.72,13.15,10.72,1,1,0,1,2,0
2,5.46,10.72,5.46,10.72,3,3,1,3,3,0
3,13.15,10.72,10.72,13.15,3,1,2,3,3,1
4,5.46,10.72,5.46,10.72,3,3,3,3,4,1
5,13.15,10.72,10.72,13.15,3,3,3,1,5,1
6,13.15,10.72,10.72,13.15,3,3,3,1,6,1
7,12.37,10.72,12.37,10.72,1,1,3,1,7,1
8,12.37,10.72,12.37,10.72,1,3,4,3,7,2
9,12.37,10.72,10.72,12.37,3,3,4,1,8,2
10,12.37,10.72,12.37,10.72,1,1,4,1,9,2
11,12.01,10.72,10.72,12.01,3,3,4,1,10,2
12,12.01,10.72,10.72,12.01,3,3,4,1,11,2
13,11.66,10.72,11.66,10.72,1,1,4,1,12,2
14,11.66,10.72,10.72,11.66,3,1,5,3,12,3
15,11.66,10.72,11.66,10.72,1,3,6,3,12,4
16,11.66,10.72,10.72,11.66,3,3,6,1,13,4
17,11.66,10.72,11.66,10.72,1,1,6,1,14,4
18,11.58,10.72,11.58,10.72,1,1,6,1,15,4
19,11.58,10.72,10.72,11.58,3,3,6,1,16,4
20,11.5,10.72,10.72,11.5,3,1,7,3,16,5
