45,0.0,0.0,5.0,5.0,48.0,5.0
60,1.0,1.0,8.0,32.0,2.0,12.0
75,0.0,4.0,10.0,2.0,2.0,4.0
90,0.0,2.0,9.0,6.0,7.0,3.0
105,7.0,1.0,15.0,10.0,11.0,18.0
120,12.0,0.0,18.0,16.0,22.0,8.0
135,0.0,2.0,10.0,8.0,20.0,15.0
150,4.0,4.0,8.0,12.0,26.0,17.0
165,7.0,3.0,3.0,6.0,3.0,16.0
180,0.0,0.0,0.0,0.0,0.0,0.0
