trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,0.46,3.08,0.46,3.08,3,2,0,2,0,1
1,0.73,3.08,3.08,0.73,1,1,0,1,1,1
2,1.16,3.08,1.16,3.08,3,3,0,1,2,1
3,1.84,3.08,3.08,1.84,1,1,0,1,3,1
4,2.92,3.08,3.08,2.92,1,3,1,3,3,2
5,1.84,3.08,1.84,3.08,3,3,1,1,4,2
6,2.32,3.08,3.08,2.32,1,2,1,2,4,3
7,2.32,3.08,2.32,3.08,3,3,1,1,5,3
8,2.92,3.08,3.08,2.92,1,3,2,3,5,4
9,2.32,3.08,3.08,2.32,1,1,2,1,6,4
10,2.6,3.08,2.6,3.08,3,3,2,1,7,4
11,2.92,3.08,2.92,3.08,3,3,2,1,8,4
12,3.28,3.08,3.28,3.08,1,1,3,3,9,4
13,2.92,3.08,2.92,3.08,3,2,3,2,9,5
14,3.47,3.08,3.08,3.47,3,3,4,3,10,5
15,2.92,3.08,2.92,3.08,3,3,4,1,11,5
