trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,1.08,3.08,3.08,1.08,1,1,0,1,1,0
1,1.71,3.08,3.08,1.71,1,1,0,1,2,0
2,2.71,3.08,3.08,2.71,1,2,0,2,2,1
3,2.71,3.08,3.08,2.71,1,2,0,2,2,2
4,4.3,3.08,4.3,3.08,1,2,0,2,2,3
5,4.3,3.08,3.08,4.3,3,3,1,3,3,3
6,2.71,3.08,2.71,3.08,3,2,1,2,3,4
7,5.41,3.08,5.41,3.08,1,1,2,3,4,4
8,2.71,3.08,3.08,2.71,1,2,2,2,4,5
9,6.07,3.08,3.08,6.07,3,3,3,3,5,5
10,2.71,3.08,2.71,3.08,3,3,3,1,6,5
11,2.87,3.08,2.87,3.08,3,3,3,1,7,5
12,3.04,3.08,3.08,3.04,1,2,3,2,7,6
13,3.04,3.08,3.04,3.08,3,1,4,3,7,7
14,2.87,3.08,3.08,2.87,1,2,4,2,7,8
15,3.13,3.08,3.08,3.13,3,3,5,3,8,8
16,2.87,3.08,3.08,2.87,1,2,5,2,8,9
17,3.18,3.08,3.18,3.08,1,1,6,3,9,9
18,2.87,3.08,3.08,2.87,1,1,6,1,10,9
