40405,180.00,64,805,"255
",0,0
40858,180.00,64,804,"255
",0,0
41310,180.00,64,807,"255
",0,0
41763,180.00,64,805,"255
",0,0
42215,180.00,64,807,"255
",0,0
42668,180.00,64,803,"255
",0,0
43120,180.00,64,803,"255
",0,0
43573,180.00,64,804,"255
",0,0
44025,180.00,64,805,"255
",0,0
44479,180.00,64,805,"255
",0,0
44931,180.00,64,804,"255
",0,0
45384,180.00,64,803,"255
",0,0
45836,180.00,64,804,"255
",0,0
46290,179.00,65,803,"255
",0,0
46743,175.00,67,799,"255
",0,0
47195,175.00,67,775,"255
",0,0
47648,169.00,70,769,"255
",0,0
48100,167.00,71,739,"255
",0,0
48553,163.00,73,722,"255
",0,0
49005,164.00,73,723,"255
",0,0
49458,164.00,73,719,"255
",0,0
49910,164.00,73,718,"255
",0,0
50363,164.00,73,716,"255
",0,0
50816,164.00,73,719,"255
",0,0
51268,164.00,73,721,"255
",0,0
51721,164.00,73,719,"255
",0,0
52173,164.00,73,719,"255
",0,0
52626,164.00,73,716,"255
",0,0
