time,flex sensor,"actuator position, command","actuator position, measured",force,'Trial Number','Target Angle'
146.238,180.0,4.0,3.8725099601593627,0.0,0,0
146.691,180.0,4.0,3.851261620185923,0.0,0,0
147.143,180.0,4.0,3.851261620185923,0.0,0,0
147.596,180.0,4.0,3.8725099601593627,0.0,0,0
148.049,180.0,4.0,3.893758300132802,0.0,0,0
148.502,180.0,4.0,3.8300132802124836,0.0,0,0
148.954,180.0,4.0,3.893758300132802,0.0,0,0
149.407,180.0,4.0,3.8725099601593627,0.0,0,0
149.859,180.0,4.0,3.893758300132802,0.0,0,0
150.313,180.0,4.0,3.9362549800796813,0.0,0,0
150.765,180.0,4.0,3.893758300132802,0.0,0,0
151.218,180.0,4.0,3.893758300132802,0.0,0,0
151.67,180.0,4.0,3.893758300132802,0.0,0,0
152.123,180.0,4.0,3.8725099601593627,0.0,0,0
152.577,180.0,4.0,3.9362549800796813,0.0,0,0
153.029,180.0,4.0,3.8300132802124836,0.0,0,0
153.482,180.0,4.0,4.0,0.0,0,0
153.934,180.0,4.0,4.02124833997344,0.0,0,0
154.387,180.0,4.0,3.9362549800796813,0.0,0,0
154.84,180.0,4.0,3.851261620185923,0.0,0,0
155.293,180.0,4.0,3.893758300132802,0.0,0,0
155.745,180.0,4.0,3.851261620185923,0.0,0,0
156.198,180.0,4.0,3.851261620185923,0.0,0,0
156.65,180.0,4.0,3.893758300132802,0.0,0,0
157.104,180.0,4.0,3.9362549800796813,0.0,0,0
157.556,180.0,4.0,3.808764940239044,0.0,0,0
158.009,180.0,4.0,3.957503320053121,0.0,0,0
158.461,180.0,4.0,3.9362549800796813,0.0,0,0
158.914,180.0,4.0,3.893758300132802,0.0,0,0
159.366,180.0,4.0,3.8725099601593627,0.0,0,0
159.819,180.0,4.0,3.8725099601593627,0.0,0,0
160.271,180.0,4.0,3.8725099601593627,0.0,0,0
160.724,180.0,4.0,3.893758300132802,0.0,0,0
161.178,180.0,4.0,3.851261620185923,0.0,0,0
161.63,180.0,4.0,3.8725099601593627,0.0,0,0
162.083,180.0,4.0,3.8725099601593627,0.0,0,0
162.535,180.0,4.0,3.851261620185923,0.0,0,0
162.988,180.0,4.0,3.893758300132802,0.0,0,0
163.441,180.0,4.0,3.766268260292165,0.0,0,0
163.893,177.0,4.213333333333333,3.8725099601593627,0.0,0,0
164.346,176.0,4.426666666666667,4.02124833997344,0.0,0,0
164.798,176.0,4.426666666666667,4.212483399734396,0.0,0,0
165.251,171.0,4.8533333333333335,4.424966799468791,0.0,0,0
165.704,167.0,5.28,4.892430278884461,0.0,0,0
166.156,164.0,5.493333333333333,5.232403718459496,0.0,0,0
166.609,164.0,5.493333333333333,5.189907038512617,0.0,0,0
167.061,164.0,5.493333333333333,5.274900398406375,0.0,0,0
167.515,164.0,5.493333333333333,5.253652058432936,0.0,0,0
167.967,164.0,5.493333333333333,5.296148738379815,0.0,0,0
168.42,164.0,5.493333333333333,5.296148738379815,0.0,0,0
168.873,164.0,5.493333333333333,5.317397078353254,0.0,0,0
169.325,164.0,5.493333333333333,5.317397078353254,0.0,0,0
169.778,164.0,5.493333333333333,5.296148738379815,0.0,0,0
170.231,161.0,5.706666666666667,5.232403718459496,0.0,0,0
170.683,157.0,6.133333333333333,5.848605577689243,0.0,0,0
171.136,155.0,6.346666666666667,5.933598937583001,0.0,0,0
171.589,152.0,6.5600000000000005,6.273572377158034,0.0,0,0
172.041,152.0,6.5600000000000005,6.379814077025232,0.0,0,0
172.494,152.0,6.5600000000000005,6.3585657370517925,0.0,0,0
172.946,152.0,6.5600000000000005,6.316069057104913,0.0,0,0
173.399,152.0,6.5600000000000005,6.401062416998672,0.0,0,0
173.852,152.0,6.5600000000000005,6.379814077025232,0.0,0,0
174.305,149.0,6.773333333333333,6.719787516600265,0.0,0,0
174.757,147.0,6.986666666666666,6.783532536520584,0.0,0,0
175.21,142.0,7.413333333333334,6.9322709163346605,0.0,0,0
175.663,136.0,8.053333333333335,7.739707835325365,0.0,0,0
176.116,133.0,8.266666666666666,8.058432934926959,0.0,0,0
176.568,129.0,8.693333333333333,8.334661354581673,0.0,0,0
