47,976,0.18
48,977,-0.35
49,975,-0.53
50,957,0.00
51,960,-0.35
52,938,0.00
53,941,-0.35
54,918,-0.26
55,914,0.00
56,897,0.00
57,893,0.00
58,886,0.00
59,871,0.00
60,872,-0.26
61,847,0.00
62,846,0.00
63,828,0.35
64,845,0.18
65,809,0.35
66,830,0.18
67,790,0.53
68,787,0.62
69,765,0.79
70,771,0.79
71,748,1.32
72,742,1.23
73,726,1.58
74,718,1.67
75,710,1.93
76,703,2.46
77,698,2.29
78,673,2.99
79,675,3.08
80,680,3.16
81,656,3.69
257
ZERO_FORCE = 257
255
USER_MIN_FORCE_DATA = 255
297
USER_MAX_FORCE_DATA = 297
60
USER_MIN_ACTUATOR_COMMAND = 60
79
USER_MAX_ACTUATOR_COMMAND = 79
60
USER_MIN_ACTUATOR_AVG = 60
79
USER_MAX_ACTUATOR_AVG = 79
47,972,0.26
48,977,0.09
49,975,0.09
50,958,0.26
51,953,0.09
52,938,0.09
53,935,0.18
54,918,0.18
55,925,0.18
56,897,0.26
57,888,0.18
58,879,0.18
59,877,0.26
60,856,0.26
61,862,0.18
62,845,0.35
63,837,0.44
64,820,0.35
65,812,0.53
66,798,0.53
67,794,0.79
68,775,1.05
69,766,0.97
70,763,1.14
71,747,1.32
72,743,1.41
73,731,1.49
74,715,1.85
75,714,1.85
76,701,2.11
77,704,2.20
78,677,2.72
79,678,2.90
80,658,3.34
81,646,3.52
82,636,4.13
83,639,4.13
84,648,4.31
85,616,4.22
86,602,4.66
87,589,4.92
88,570,5.36
258
ZERO_FORCE = 258
264
USER_MIN_FORCE_DATA = 264
316
USER_MAX_FORCE_DATA = 316
68
USER_MIN_ACTUATOR_COMMAND = 68
86
USER_MAX_ACTUATOR_COMMAND = 86
64
USER_MIN_ACTUATOR_AVG = 64
82
USER_MAX_ACTUATOR_AVG = 82
47,978,0.18
48,976,0.18
49,978,0.26
50,957,0.09
51,952,0.18
52,937,0.26
53,940,0.09
54,918,0.18
55,912,0.26
56,904,0.09
57,895,0.18
58,878,0.26
59,876,0.18
60,870,0.26
61,845,0.18
62,840,0.35
63,827,0.26
64,828,0.26
65,808,0.62
66,804,0.53
67,783,0.88
68,783,0.70
69,772,0.97
70,763,1.14
71,750,1.14
72,744,1.58
73,731,1.49
74,730,1.58
75,702,1.76
76,715,2.11
77,691,2.37
78,678,2.72
79,667,2.81
80,651,3.34
81,643,3.78
82,632,4.04
83,656,3.96
84,622,4.39
85,615,4.48
86,605,4.66
87,592,5.01
88,586,5.27
257
ZERO_FORCE = 257
266
USER_MIN_FORCE_DATA = 266
315
USER_MAX_FORCE_DATA = 315
69
USER_MIN_ACTUATOR_COMMAND = 69
86
USER_MAX_ACTUATOR_COMMAND = 86
65
USER_MIN_ACTUATOR_AVG = 65
83
USER_MAX_ACTUATOR_AVG = 83
