t1,t2,command,measured,zero
55828121,55828122,47,250,0
55834280,55834280,47,249,0
55840420,55840420,47,249,0
55846564,55846565,47,249,0
55853511,55853512,47,252,0
55859654,55859655,47,252,0
55865798,55865798,47,252,0
55872248,55872249,47,252,0
55878392,55878392,47,252,0
55884535,55884535,47,250,0
55890677,55890678,47,250,0
55896824,55896824,47,249,0
55903988,55903988,47,249,0
55910132,55910132,47,249,0
55916278,55916278,47,248,0
55922421,55922421,47,248,0
55928564,55928565,47,248,0
55935502,55935502,47,250,0
55941648,55941648,47,250,0
55947794,55947794,47,251,0
55954197,55954198,47,251,0
55960347,55960348,47,251,0
55966490,55966491,47,249,0
55972635,55972636,47,249,0
55978780,55978781,47,248,0
55986112,55986112,47,248,0
55992257,55992258,47,248,0
55998398,55998399,47,248,0
56004547,56004548,47,248,0
56010693,56010693,47,248,0
56017509,56017510,47,250,0
56023655,56023655,47,250,0
56029799,56029800,47,251,0
56036140,56036140,47,251,0
56042316,56042317,47,251,0
56048460,56048461,47,251,0
56054606,56054606,47,251,0
56060751,56060752,47,249,0
56068010,56068010,47,249,0
56074158,56074158,47,249,0
56080302,56080302,47,250,0
56086443,56086444,47,250,0
56092589,56092589,47,250,0
56099417,56099417,47,251,0
56105562,56105562,47,251,0
56111709,56111710,47,249,0
56118054,56118055,47,249,0
56124198,56124198,47,249,0
56130341,56130342,47,248,0
56136489,56136489,47,248,0
56142633,56142633,47,250,0
56149797,56149798,47,250,0
56155942,56155943,47,250,0
56162087,56162087,47,249,0
56168232,56168233,47,249,0
56174379,56174379,47,249,0
56181264,56181265,47,248,0
56187408,56187409,47,248,0
56193555,56193555,47,250,0
56199950,56199950,47,250,0
56206125,56206126,47,250,0
56212271,56212271,47,249,0
56218416,56218416,47,249,0
56224561,56224562,47,250,0
56231789,56231790,47,250,0
56237932,56237933,47,250,0
56244077,56244078,47,249,0
56250221,56250221,47,249,0
56256364,56256365,47,249,0
56263184,56263184,47,250,0
56269328,56269329,47,250,0
56275472,56275473,47,249,0
56281887,56281888,47,249,0
56288030,56288031,47,249,0
56294180,56294181,47,252,0
56300326,56300327,47,252,0
56306469,56306469,47,252,0
56313641,56313641,47,252,0
56319785,56319786,47,252,0
56325930,56325931,47,254,0
56332081,56332081,47,254,0
56338230,56338230,47,254,0
56345031,56345032,47,253,0
56351178,56351179,47,253,0
56357327,56357327,47,254,0
56363672,56363673,47,254,0
56369821,56369822,47,254,0
56375971,56375971,47,253,0
56382119,56382120,47,253,0
56388267,56388268,47,252,0
56395608,56395608,47,252,0
56401756,56401757,47,252,0
56407903,56407904,47,254,0
56414052,56414053,47,254,0
56420201,56420202,47,254,0
56427137,56427138,47,253,0
56433287,56433287,47,253,0
56439434,56439435,47,250,0
56445804,56445805,47,250,0
56451952,56451952,47,250,0
56458097,56458097,47,251,0
56464245,56464245,47,251,0
56470393,56470393,47,251,0
56477678,56477678,47,251,0
56483824,56483825,47,251,0
56489971,56489972,47,251,0
56496120,56496120,47,251,0
56502267,56502267,47,251,0
56509212,56509212,47,251,0
56515359,56515359,47,251,0
56521504,56521505,47,251,0
56527826,56527826,47,251,0
56534006,56534007,47,251,0
56540155,56540156,47,251,0
56546304,56546305,47,251,0
56552450,56552450,47,251,0
56559701,56559701,47,251,0
56565848,56565848,47,251,0
56571998,56571998,47,251,0
56578148,56578148,47,251,0
56584293,56584294,47,251,0
56591175,56591176,47,251,0
56597320,56597321,47,251,0
56603469,56603470,47,253,0
56609823,56609824,47,253,0
56615972,56615972,47,253,0
56622119,56622119,47,254,0
56628265,56628266,47,254,0
56634413,56634414,47,251,0
56641618,56641618,47,251,0
56647762,56647762,47,251,0
56653912,56653913,47,251,0
56660060,56660060,47,251,0
56666204,56666204,47,251,0
56673178,56673179,47,249,0
56679324,56679324,47,249,0
56685468,56685469,47,250,0
56691887,56691887,47,250,0
56698030,56698030,47,250,0
56704176,56704177,47,251,0
56710322,56710323,47,251,0
56716467,56716468,47,251,0
56723711,56723712,47,251,0
56729860,56729860,47,251,0
56736011,56736011,47,251,0
56742159,56742160,47,251,0
56748306,56748307,47,251,0
56755193,56755194,47,249,0
56761336,56761337,47,249,0
56767479,56767479,47,248,0
56773921,56773921,47,248,0
56780110,56780111,47,248,0
56786256,56786256,47,246,0
56792401,56792402,47,246,0
56798550,56798551,47,249,0
56805728,56805729,47,249,0
56811876,56811877,47,249,0
56818024,56818025,47,248,0
56824174,56824174,47,248,0
56830321,56830322,47,248,0
56837143,56837144,47,250,0
56843288,56843289,47,250,0
56849434,56849434,47,251,0
56855829,56855830,48,251,0
56862002,56862003,48,251,0
56868148,56868148,48,251,0
56874297,56874298,48,251,0
56880440,56880441,48,251,0
56887652,56887653,48,251,0
56893801,56893802,48,251,0
56899948,56899949,48,251,0
56906094,56906095,48,251,0
56912239,56912240,48,251,0
56919150,56919150,48,249,0
56925297,56925297,48,249,0
56931441,56931441,48,250,0
56937878,56937878,48,250,0
56944027,56944028,48,250,0
56950174,56950174,48,253,0
56956322,56956323,48,253,0
56962469,56962469,48,252,0
56969718,56969719,48,252,0
56975867,56975867,48,252,0
56982014,56982015,48,254,0
56988161,56988162,48,254,0
56994310,56994310,48,254,0
57001190,57001191,48,253,0
57007334,57007335,48,253,0
57013482,57013483,48,250,0
57019900,57019901,48,250,0
57026045,57026046,48,250,0
57032193,57032193,48,251,0
57038337,57038337,48,251,0
57044482,57044482,48,249,0
57051691,57051692,48,249,0
57057835,57057835,48,249,0
57063980,57063981,48,250,0
57070127,57070128,48,250,0
57076273,57076274,48,250,0
57083141,57083141,48,249,0
57089287,57089287,48,249,0
57095433,57095434,48,250,0
57101845,57101846,48,250,0
57107988,57107989,48,250,0
57114137,57114137,48,249,0
57120285,57120285,48,249,0
57126432,57126433,48,248,0
57133729,57133730,48,248,0
57139877,57139878,48,248,0
57146026,57146026,48,250,0
57152175,57152175,48,250,0
57158318,57158318,48,250,0
57165139,57165140,48,249,0
57171289,57171289,48,249,0
57177433,57177433,48,250,0
57183792,57183792,48,250,0
57189941,57189942,48,250,0
57196089,57196090,48,251,0
57202235,57202236,48,251,0
57208377,57208377,48,251,0
57215659,57215659,48,251,0
57221805,57221805,48,251,0
57227951,57227951,48,251,0
57234105,57234105,48,251,0
57240253,57240254,48,251,0
57247145,57247146,48,251,0
57253294,57253294,48,251,0
57259442,57259442,48,247,0
57265798,57265798,48,247,0
57271949,57271949,48,247,0
57278094,57278095,48,247,0
57284239,57284239,48,247,0
57290384,57290385,48,249,0
57297550,57297551,48,249,0
57303698,57303698,48,249,0
57309846,57309847,48,250,0
57315996,57315996,48,250,0
57322145,57322145,48,250,0
57328955,57328956,48,253,0
57335105,57335106,48,253,0
57341252,57341252,48,252,0
57347618,57347618,48,252,0
57353769,57353769,48,252,0
57359917,57359917,48,252,0
57366065,57366065,48,252,0
57372214,57372215,48,252,0
57379549,57379550,48,252,0
57385695,57385696,48,252,0
57391845,57391846,48,254,0
57397989,57397990,48,254,0
57404136,57404136,48,254,0
57411024,57411024,48,251,0
57417171,57417171,48,251,0
57423313,57423314,48,251,0
57429658,57429658,48,251,0
57435806,57435806,48,251,0
57441952,57441952,48,251,0
57448098,57448098,48,251,0
57454247,57454247,48,251,0
57461568,57461568,48,251,0
57467713,57467714,48,251,0
57473861,57473862,48,253,0
57480009,57480009,48,253,0
57486157,57486158,48,253,0
57492974,57492975,48,252,0
57499122,57499122,48,252,0
57505267,57505268,48,252,0
57511695,57511695,48,252,0
57517858,57517859,48,252,0
57524004,57524005,48,252,0
57530149,57530149,48,252,0
57536296,57536297,48,252,0
57543633,57543633,48,252,0
57549780,57549781,48,252,0
57555930,57555931,48,252,0
57562078,57562079,48,252,0
57568224,57568224,48,252,0
57575118,57575118,48,252,0
57581269,57581269,48,252,0
57587414,57587415,48,252,0
57593804,57593804,48,252,0
57599950,57599951,48,252,0
57606097,57606098,48,252,0
57612246,57612247,48,252,0
57618396,57618397,48,252,0
57625667,57625667,48,252,0
57631818,57631818,48,252,0
57637964,57637965,48,254,0
57644110,57644110,48,254,0
57650258,57650258,48,254,0
57657121,57657121,48,253,0
57663267,57663267,48,253,0
57669410,57669411,48,252,0
57675779,57675780,48,252,0
57681925,57681925,48,252,0
57688069,57688070,48,254,0
57694220,57694221,48,254,0
57700363,57700364,48,253,0
57707676,57707677,48,253,0
57713829,57713829,48,253,0
57719977,57719977,48,254,0
57726123,57726123,48,254,0
57732269,57732270,48,254,0
57739092,57739093,48,253,0
57745240,57745241,48,253,0
57751387,57751387,48,254,0
57757805,57757806,48,254,0
57763953,57763953,48,254,0
57770100,57770101,48,251,0
57776250,57776250,48,251,0
57782396,57782396,48,253,0
57789709,57789709,48,253,0
57795856,57795857,48,253,0
57802005,57802005,48,252,0
57808150,57808150,48,252,0
57814300,57814301,48,252,0
57821261,57821262,48,252,0
57827405,57827405,48,252,0
57833553,57833554,48,252,0
57839972,57839972,48,252,0
57846155,57846155,48,252,0
57852303,57852303,48,252,0
57858448,57858448,48,252,0
57864593,57864593,48,252,0
57871821,57871822,48,252,0
57877967,57877968,48,252,0
57884115,57884115,48,250,0
57890261,57890261,48,250,0
57896407,57896408,48,250,0
57903226,57903226,48,251,0
57909371,57909371,48,251,0
57915518,57915519,48,251,0
57921866,57921867,48,251,0
57928012,57928013,48,251,0
57934162,57934163,48,249,0
57940310,57940311,48,249,0
57946457,57946458,48,250,0
57953631,57953631,48,250,0
57959777,57959778,48,250,0
57965922,57965922,48,253,0
57972071,57972071,48,253,0
57978217,57978218,48,253,0
57985032,57985032,48,255,0
57991180,57991181,48,255,0
57997325,57997326,48,255,0
58003716,58003716,48,255,0
58009859,58009859,48,255,0
58016007,58016008,48,253,0
58022154,58022154,48,253,0
58028300,58028300,48,252,0
58035598,58035599,48,252,0
58041748,58041748,48,252,0
58047893,58047894,48,254,0
58054041,58054042,48,254,0
58060191,58060191,48,254,0
58067072,58067072,48,253,0
58073218,58073218,48,253,0
58079360,58079361,48,254,0
58085667,58085668,48,254,0
58091814,58091814,48,254,0
58097956,58097957,48,255,0
58104106,58104106,48,255,0
58110251,58110252,48,255,0
58117514,58117515,48,255,0
58123660,58123660,48,255,0
58129804,58129805,48,256,0
58135951,58135951,48,256,0
58142099,58142100,48,256,0
58148974,58148974,48,254,0
58155124,58155124,48,254,0
58161271,58161271,48,255,0
58167599,58167599,48,255,0
58173750,58173751,48,255,0
58179897,58179898,48,255,0
58186045,58186046,48,255,0
58192194,58192194,48,253,0
58199441,58199442,48,253,0
58205588,58205588,48,253,0
58211736,58211737,48,255,0
58217882,58217882,48,255,0
58224030,58224030,48,255,0
58230823,58230824,48,255,0
58236969,58236970,48,255,0
58243116,58243116,48,253,0
58249537,58249537,48,253,0
58255683,58255683,48,253,0
58261827,58261828,48,252,0
58267973,58267974,48,252,0
58274120,58274121,48,254,0
58281323,58281323,48,254,0
58287463,58287463,48,254,0
58293612,58293613,48,255,0
58299760,58299760,48,255,0
58305905,58305905,48,255,0
58312775,58312775,48,255,0
58318923,58318923,48,255,0
58325068,58325069,48,255,0
58331416,58331416,48,255,0
58337559,58337559,48,255,0
58343707,58343708,48,255,0
58349854,58349854,48,255,0
58356003,58356003,48,255,0
58363273,58363274,48,255,0
58369420,58369420,48,255,0
58375570,58375571,48,255,0
58381716,58381716,48,255,0
58387861,58387862,48,255,0
58394754,58394755,48,253,0
58400902,58400903,48,253,0
58407051,58407051,48,252,0
58413419,58413420,48,252,0
58419567,58419567,48,252,0
58425712,58425713,48,254,0
58431860,58431861,48,254,0
58438004,58438005,48,253,0
58445182,58445182,48,253,0
58451325,58451326,48,253,0
58457467,58457467,48,254,0
58463612,58463612,48,254,0
58469754,58469755,48,254,0
58476567,58476567,48,255,0
58482708,58482709,48,255,0
58488851,58488852,48,255,0
58495175,58495175,48,255,0
58501323,58501324,48,255,0
58507467,58507467,48,253,0
58513615,58513615,48,253,0
58519760,58519760,48,254,0
58527009,58527010,48,254,0
58533156,58533157,48,254,0
58539300,58539301,48,255,0
58545446,58545447,48,255,0
58551595,58551595,48,255,0
58558520,58558521,48,255,0
58564667,58564668,48,255,0
58570813,58570814,48,255,0
58577215,58577215,48,255,0
58583358,58583359,48,255,0
58589503,58589504,48,255,0
58595651,58595651,48,255,0
58601796,58601797,48,256,0
58609028,58609029,48,256,0
58615178,58615178,48,256,0
58621319,58621319,48,256,0
58627462,58627462,48,256,0
58633612,58633612,48,256,0
58640588,58640588,48,256,0
58646730,58646731,48,256,0
58652879,58652879,48,256,0
58659200,58659200,48,256,0
58665343,58665344,48,256,0
58671491,58671491,48,256,0
58677634,58677634,48,256,0
58683779,58683780,48,256,0
58690931,58690932,48,256,0
58697078,58697079,48,256,0
58703222,58703222,48,256,0
58709365,58709365,48,256,0
58715515,58715515,48,256,0
58722467,58722468,48,254,0
58728611,58728612,48,254,0
58734762,58734763,48,255,0
58741150,58741151,48,255,0
58747296,58747296,48,255,0
58753444,58753444,48,255,0
58759589,58759590,48,255,0
58765734,58765735,48,256,0
58772975,58772976,48,256,0
58779122,58779122,48,256,0
58785268,58785268,48,256,0
58791413,58791413,48,256,0
58797554,58797555,48,256,0
58804469,58804470,48,256,0
58810614,58810615,48,256,0
58816760,58816761,48,256,0
58823178,58823178,48,256,0
58829324,58829324,48,256,0
58835473,58835473,48,254,0
58841617,58841617,48,254,0
58847760,58847760,48,255,0
58855033,58855033,48,255,0
58861180,58861181,48,255,0
58867321,58867322,48,255,0
58873469,58873470,48,255,0
58879613,58879614,48,255,0
58886441,58886442,48,253,0
58892585,58892585,48,253,0
58898729,58898730,48,252,0
58905092,58905093,48,252,0
58911237,58911237,48,252,0
58917377,58917377,48,254,0
58923520,58923520,48,254,0
58929664,58929664,48,255,0
58936986,58936987,48,255,0
58943131,58943131,48,255,0
58949275,58949276,48,253,0
58955417,58955418,48,253,0
58961562,58961562,48,253,0
58968368,58968369,48,254,0
58974517,58974518,48,254,0
58980663,58980664,48,255,0
58987107,58987107,48,255,0
58993253,58993253,48,255,0
58999395,58999396,48,256,0
59005541,59005541,48,256,0
59011687,59011687,48,254,0
59018862,59018862,48,254,0
59025006,59025006,48,254,0
59031153,59031153,48,255,0
59037296,59037296,48,255,0
59043437,59043438,48,255,0
59050258,59050259,48,253,0
59056402,59056402,48,253,0
59062544,59062545,48,250,0
59068951,59068952,48,250,0
59075131,59075132,48,250,0
59081275,59081276,48,251,0
59087414,59087415,48,251,0
59093562,59093563,48,253,0
59100789,59100789,48,253,0
59106929,59106929,48,253,0
59113072,59113073,48,252,0
59119216,59119217,48,252,0
59125358,59125358,48,252,0
59132170,59132171,48,254,0
59138309,59138310,48,254,0
59144452,59144452,48,253,0
59150822,59150822,48,253,0
59156971,59156972,48,253,0
59163113,59163114,48,254,0
59169259,59169259,48,254,0
59175401,59175402,48,255,0
59182559,59182560,48,255,0
59188706,59188706,48,255,0
59194855,59194856,48,255,0
59201000,59201000,48,255,0
59207145,59207145,48,255,0
59214017,59214018,48,253,0
59220163,59220164,48,253,0
59226307,59226307,48,254,0
59232707,59232708,48,254,0
59238852,59238853,48,254,0
59244998,59244999,48,253,0
59251142,59251143,48,253,0
59257284,59257285,48,254,0
59264461,59264462,48,254,0
59270605,59270606,48,254,0
59276752,59276752,48,255,0
59282895,59282896,48,255,0
59289037,59289037,48,255,0
59295901,59295902,48,255,0
59302047,59302048,48,255,0
59308193,59308194,48,255,0
59314502,59314503,48,255,0
59320646,59320647,48,255,0
59326790,59326791,48,255,0
59332935,59332936,48,255,0
59339081,59339081,48,255,0
59346319,59346320,48,255,0
59352468,59352469,48,255,0
59358614,59358615,48,253,0
59364759,59364759,48,253,0
59370901,59370901,48,253,0
59377717,59377718,49,254,0
59383861,59383862,49,254,0
59390007,59390007,49,255,0
59396362,59396362,49,255,0
59402509,59402510,49,255,0
59408656,59408656,49,255,0
59414804,59414805,49,255,0
59420949,59420950,49,255,0
59428180,59428181,49,255,0
59434326,59434326,49,255,0
59440472,59440472,49,255,0
59446619,59446620,49,255,0
59452766,59452767,49,255,0
59459687,59459688,49,255,0
59465832,59465832,49,255,0
59471981,59471982,49,255,0
59478330,59478331,49,255,0
59484497,59484497,49,255,0
59490642,59490643,49,255,0
59496787,59496788,49,255,0
59502932,59502932,49,255,0
59510090,59510091,49,255,0
59516239,59516239,49,255,0
59522380,59522380,49,253,0
59528526,59528527,49,253,0
59534674,59534675,49,253,0
59541571,59541572,49,254,0
59547714,59547714,49,254,0
59553861,59553862,49,255,0
59560197,59560198,49,255,0
59566343,59566343,49,255,0
59572490,59572490,49,255,0
59578637,59578638,49,255,0
59584785,59584786,49,255,0
59592049,59592049,49,255,0
59598194,59598194,49,255,0
59604338,59604339,49,255,0
59610483,59610483,49,255,0
59616630,59616631,49,255,0
59623843,59623844,49,255,0
59629988,59629989,49,255,0
59636136,59636136,49,253,0
59642277,59642278,49,253,0
59648422,59648422,49,253,0
59655249,59655250,49,252,0
59661393,59661393,49,252,0
59667535,59667536,49,252,0
59673967,59673968,49,252,0
59680112,59680113,49,252,0
59686260,59686260,49,254,0
59692402,59692403,49,254,0
59698546,59698546,49,256,0
59705870,59705871,49,256,0
59712018,59712019,49,256,0
59718163,59718164,49,256,0
59724307,59724307,49,256,0
59730454,59730454,49,256,0
59737425,59737425,49,256,0
59743572,59743573,49,256,0
59749719,59749719,49,256,0
59756023,59756024,49,256,0
59762171,59762171,49,256,0
59768315,59768315,49,256,0
59774468,59774468,49,256,0
59780615,59780616,49,257,0
59787874,59787874,49,257,0
59794023,59794024,49,257,0
59800169,59800169,49,256,0
59806313,59806313,49,256,0
59812461,59812462,49,256,0
59819379,59819380,49,256,0
59825527,59825528,49,256,0
59831677,59831678,49,254,0
59838099,59838100,49,254,0
59844242,59844243,49,254,0
59850386,59850387,49,253,0
59856532,59856532,49,253,0
59862673,59862673,49,252,0
59869939,59869939,49,252,0
59876084,59876085,49,252,0
59882225,59882226,49,254,0
59888364,59888365,49,254,0
59894513,59894514,49,254,0
59901323,59901323,49,255,0
59907463,59907464,49,255,0
59913609,59913610,49,256,0
59919956,59919956,49,256,0
59926102,59926103,49,256,0
59932247,59932247,49,254,0
59938387,59938388,49,254,0
59944529,59944530,49,253,0
59951702,59951703,49,253,0
59957845,59957846,49,253,0
59963991,59963991,49,255,0
59970135,59970136,49,255,0
59976281,59976282,49,255,0
59983101,59983102,49,253,0
59989246,59989246,49,253,0
59995387,59995388,49,254,0
60001805,60001806,49,254,0
60007955,60007956,49,254,0
60014105,60014105,49,253,0
60020249,60020250,49,253,0
60026393,60026393,49,252,0
60033592,60033593,49,252,0
60039738,60039738,49,252,0
60045883,60045884,49,252,0
60052030,60052030,49,252,0
60058174,60058174,49,252,0
60065084,60065085,49,254,0
60071229,60071230,49,254,0
60077371,60077372,49,253,0
60083814,60083814,49,253,0
60089957,60089958,49,253,0
60096099,60096099,49,254,0
60102240,60102241,49,254,0
60108383,60108384,49,255,0
60115654,60115654,49,255,0
60121798,60121798,49,255,0
60127940,60127940,49,255,0
60134090,60134090,49,255,0
60140234,60140234,49,255,0
60147096,60147097,49,255,0
60153241,60153242,49,255,0
60159385,60159385,49,255,0
60165720,60165720,49,255,0
60171866,60171867,49,255,0
60178011,60178011,49,255,0
60184156,60184156,49,255,0
60190300,60190300,49,255,0
