time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
387169,180.00,60,892,257,0,989,252,0
387321,180.00,60,893,256,0,989,255,0
387474,180.00,60,892,256,0,989,252,0
387626,180.00,60,893,256,0,989,252,0
387779,180.00,60,892,256,0,989,253,0
387931,180.00,60,892,256,0,989,252,0
388084,180.00,60,892,256,0,989,252,0
388236,180.00,60,893,256,0,989,255,0
388389,180.00,60,892,256,0,989,255,0
388541,180.00,60,893,257,0,989,254,0
388693,180.00,60,892,256,0,990,252,0
388846,180.00,60,893,256,0,989,252,0
388998,180.00,60,893,257,0,989,252,0
389151,180.00,60,892,256,0,989,253,0
389303,180.00,60,893,257,0,989,252,0
389456,180.00,60,892,256,0,989,252,0
389608,180.00,60,893,256,0,989,252,0
389761,180.00,60,893,257,0,989,255,0
389913,180.00,60,892,256,0,989,255,0
390066,180.00,60,892,256,0,989,252,0
390218,180.00,60,893,256,0,989,251,0
390371,180.00,60,893,256,0,989,251,0
390523,180.00,60,893,256,0,989,251,0
390676,180.00,60,892,256,0,989,251,0
390828,180.00,60,893,257,0,989,251,0
390981,180.00,60,892,256,0,989,251,0
391133,180.00,60,893,257,0,989,251,0
391286,180.00,60,892,257,0,989,251,0
391438,180.00,60,892,256,0,989,252,0
391591,180.00,60,892,257,0,989,252,0
391743,180.00,60,892,256,0,989,252,0
391896,180.00,60,892,257,0,989,252,0
392048,180.00,60,892,256,0,989,252,0
392200,180.00,60,892,257,0,989,252,0
392353,180.00,60,893,257,0,989,252,0
392505,180.00,60,893,257,0,989,252,0
392658,180.00,60,893,256,0,989,251,0
392810,180.00,60,892,257,0,990,251,0
392963,180.00,60,892,257,0,989,248,0
393115,180.00,60,892,257,0,989,251,0
393268,180.00,60,893,257,0,989,251,0
393420,180.00,60,893,256,0,989,251,0
393573,180.00,60,892,257,0,989,251,0
393725,180.00,60,892,256,0,989,250,0
393878,180.00,60,893,256,0,989,251,0
394030,180.00,60,892,256,0,989,251,0
394183,180.00,60,892,257,0,989,251,0
394335,180.00,60,892,257,0,989,251,0
394488,180.00,60,893,256,0,989,251,0
394640,180.00,60,892,256,0,989,251,0
394793,180.00,60,892,256,0,989,251,0
394945,180.00,60,892,257,0,989,251,0
395098,180.00,60,892,256,0,989,251,0
395250,180.00,60,892,257,0,989,252,0
395403,180.00,60,892,257,0,989,252,0
395555,180.00,60,892,256,0,989,252,0
395708,180.00,60,892,257,0,989,252,0
395860,180.00,60,893,256,0,989,252,0
396012,180.00,60,892,257,0,989,252,0
396165,180.00,60,892,256,0,989,251,0
396317,180.00,60,892,256,0,989,251,0
396470,180.00,60,893,257,0,989,252,0
396622,180.00,60,893,256,0,989,252,0
396775,180.00,60,892,256,0,989,252,0
396927,180.00,60,893,256,0,989,252,0
397080,180.00,60,893,256,0,989,252,0
397232,180.00,60,893,256,0,989,254,0
397385,180.00,95,892,256,0,989,251,1
399537,180.00,95,834,260,0,989,248,1
399690,180.00,95,650,309,0,989,248,1
399842,180.00,95,639,315,0,989,248,1
399994,180.00,95,643,312,0,989,247,1
400147,180.00,95,639,312,0,990,247,1
400299,180.00,95,640,312,0,989,244,1
400452,180.00,95,637,312,0,989,247,1
400604,180.00,95,638,312,0,989,247,1
400757,180.00,95,639,314,0,989,247,1
400909,180.00,95,638,313,0,989,244,1
401062,180.00,95,637,314,0,989,247,1
401214,180.00,95,638,312,0,989,247,1
401366,180.00,95,638,311,0,989,247,1
401519,180.00,95,638,311,0,989,247,1
401671,180.00,95,638,311,0,989,247,1
401824,180.00,95,638,311,0,988,246,1
401976,180.00,95,638,310,0,989,247,1
402129,180.00,95,638,311,0,989,247,1
402281,180.00,95,638,311,0,989,247,1
404434,180.00,60,638,310,0,989,247,1
404586,180.00,60,684,303,0,989,247,1
404738,180.00,60,831,265,0,989,251,1
404891,180.00,60,876,258,0,989,251,1
