trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,7.65,8.36,8.36,7.65,1,3,1,3,0,1
1,7.65,8.36,7.65,8.36,3,2,1,2,0,2
2,9.63,8.36,9.63,8.36,1,3,1,1,0,3
3,12.12,8.36,12.12,8.36,1,2,1,2,0,4
4,12.12,8.36,8.36,12.12,3,3,2,3,1,4
5,9.63,8.36,8.36,9.63,3,2,2,2,1,5
6,10.81,8.36,8.36,10.81,3,3,3,3,2,5
7,9.63,8.36,9.63,8.36,1,1,3,3,3,5
8,12.12,8.36,12.12,8.36,1,1,3,3,4,5
9,9.63,8.36,9.63,8.36,1,2,3,2,4,6
10,10.2,8.36,10.2,8.36,1,1,4,3,5,6
11,9.63,8.36,8.36,9.63,3,3,4,3,6,6
12,9.63,8.36,8.36,9.63,3,3,4,3,7,6
13,12.12,8.36,12.12,8.36,1,1,4,3,8,6
14,9.63,8.36,8.36,9.63,3,3,4,3,9,6
15,10.2,8.36,10.2,8.36,1,1,4,3,10,6
16,9.63,8.36,9.63,8.36,1,1,4,3,11,6
17,9.63,8.36,8.36,9.63,3,3,4,3,12,6
18,12.12,8.36,8.36,12.12,3,3,4,3,13,6
19,9.63,8.36,9.63,8.36,1,1,4,3,14,6
20,10.2,8.36,8.36,10.2,3,3,4,3,15,6
21,9.63,8.36,9.63,8.36,1,3,4,1,15,7
22,9.91,8.36,9.91,8.36,1,1,5,3,16,7
23,9.63,8.36,8.36,9.63,3,3,5,3,17,7
24,9.63,8.36,9.63,8.36,1,2,5,2,17,8
25,9.77,8.36,9.77,8.36,1,3,5,1,17,9
26,9.91,8.36,8.36,9.91,3,3,6,3,18,9
27,9.77,8.36,8.36,9.77,3,3,6,3,19,9
28,9.63,8.36,9.63,8.36,1,2,6,2,19,10
