14349,46,978,-1
14499,46,977,-1
14649,46,977,-1
14799,47,978,-1
14949,47,978,-1
15099,47,978,-1
15249,48,978,-1
15399,48,977,-1
15549,48,977,-1
15699,48,977,-1
15849,49,977,-1
15999,49,977,-1
16149,49,977,-1
16299,50,977,-1
16449,50,975,-1
16599,50,977,-1
16749,51,977,-1
16899,51,973,-1
17049,51,977,-1
17199,51,977,-1
17349,52,978,-1
17499,52,977,-1
17649,52,977,-1
17799,53,977,-1
17949,53,978,-1
18099,53,978,-1
18249,54,977,-1
18399,54,976,-1
18549,54,961,-1
18699,54,951,-1
18849,55,946,-1
18999,55,945,-1
19149,55,944,-1
19299,56,936,-1
19449,56,931,-1
19599,56,931,-1
19749,57,924,-1
19899,57,923,-1
20049,57,924,-1
20199,57,917,-1
20349,58,914,-1
20499,58,907,-1
20649,58,906,-1
20799,59,906,-1
20949,59,905,-1
21099,59,898,-1
21249,60,897,-1
21399,60,892,-1
21549,60,888,-1
21699,60,892,-1
21849,61,890,-1
21999,61,891,-1
22149,61,890,-1
22299,62,891,-1
22449,62,891,-1
22599,62,891,-1
22749,63,891,-1
22899,63,891,-1
23049,63,891,-1
23199,63,890,-1
23349,64,891,-1
23499,64,881,-1
23649,64,874,-1
23799,65,866,-1
23949,65,864,-1
24099,65,857,-1
24249,66,855,-1
24399,66,853,-1
24549,66,850,-1
24699,66,849,-1
24849,67,849,-1
24999,67,848,-1
25149,67,848,-1
25299,68,849,-1
25449,68,849,-1
25599,68,849,-1
25749,69,849,-1
25899,69,848,-1
26049,69,836,-1
26199,69,825,-1
26349,70,824,-1
26499,70,815,-1
26649,70,815,-1
26799,71,814,-1
26949,71,817,-1
27099,71,814,-1
27249,72,813,-1
27399,72,813,-1
27549,72,814,-1
27699,72,814,-1
27849,73,813,-1
27999,73,813,-1
28149,73,814,-1
28299,74,813,-1
28449,74,813,-1
28599,74,799,-1
28749,75,793,-1
28899,75,790,-1
29049,75,784,-1
29199,75,785,-1
29349,76,784,-1
29499,76,776,-1
29649,76,776,-1
29799,77,776,-1
29949,77,775,-1
30099,77,776,-1
30249,78,776,-1
30399,78,773,-1
30549,78,773,-1
30699,78,762,-1
30849,79,762,-1
30999,79,763,-1
31149,79,760,-1
31299,80,757,-1
31449,80,756,-1
31599,80,756,-1
31749,81,757,-1
31899,81,756,-1
32049,81,756,-1
32199,81,757,-1
32349,82,756,-1
32499,82,746,-1
32649,82,740,-1
32799,83,751,-1
32949,83,740,-1
33099,83,737,-1
33249,84,736,-1
33399,84,737,-1
33549,84,736,-1
33699,84,736,-1
33849,85,736,-1
33999,85,724,-1
34149,85,720,-1
34299,86,722,-1
34449,86,719,-1
34599,86,724,-1
34749,87,719,-1
34899,87,719,-1
35049,87,719,-1
35199,87,719,-1
35349,88,718,-1
35499,88,719,-1
35649,88,718,-1
35799,89,719,-1
35949,89,718,-1
36099,89,703,-1
36249,90,696,-1
36399,90,695,-1
36549,90,697,-1
36699,90,695,-1
36849,91,693,-1
36999,91,694,-1
37149,91,693,-1
37299,92,694,-1
37449,92,694,-1
37599,92,693,-1
37749,93,694,-1
37899,93,694,-1
38049,93,693,-1
38199,93,669,-1
38349,94,662,-1
38499,94,653,-1
38649,94,649,-1
38799,95,647,-1
38949,95,652,-1
39099,95,647,-1
39249,96,647,-1
39399,96,646,-1
39549,96,646,-1
39699,96,646,-1
39849,97,647,-1
39999,97,646,-1
40149,97,646,-1
40299,98,646,-1
40449,98,647,-1
40599,98,631,-1
40749,98,622,-1
40899,99,626,-1
41049,99,621,-1
41199,99,625,-1
41349,100,620,-1
41499,100,620,-1
41649,100,620,-1
41799,101,619,-1
41949,101,620,-1
42099,101,607,-1
42249,101,608,-1
42399,102,596,-1
42549,102,601,-1
42699,102,597,-1
42849,103,596,-1
42999,103,596,-1
43149,103,596,-1
43299,104,596,-1
43449,104,596,-1
43599,104,595,-1
43749,104,596,-1
43899,105,596,-1
44049,105,596,-1
44199,105,596,-1
44349,106,596,-1
44499,106,566,-1
44649,106,567,-1
44799,107,564,-1
44949,107,564,-1
45099,107,581,-1
45249,107,598,-1
45399,108,602,-1
45549,108,602,-1
45699,108,602,-1
45849,109,601,-1
45999,109,601,-1
46149,109,602,-1
46299,110,602,-1
46449,110,602,-1
46599,110,483,-1
46749,110,479,-1
46899,111,485,-1
47049,111,479,-1
47199,111,483,-1
47349,112,478,-1
47499,112,478,-1
47649,112,478,-1
47799,113,478,-1
47949,113,479,-1
48099,113,479,-1
48249,113,479,-1
48399,114,479,-1
48549,114,478,-1
48699,114,473,-1
48849,115,476,-1
48999,115,471,-1
49149,115,471,-1
49299,116,471,-1
49449,116,472,-1
49599,116,470,-1
49749,116,472,-1
49899,117,471,-1
