47,980,-0.26
48,979,0.18
49,972,0.09
50,961,0.09
51,953,0.09
52,940,0.09
53,934,0.18
54,923,0.18
55,909,0.09
56,907,0.18
57,890,0.35
58,886,0.35
59,868,0.35
60,869,0.18
61,845,0.18
62,844,0.26
63,831,0.35
64,828,0.44
65,807,0.88
66,797,0.97
67,794,1.23
68,776,1.76
69,796,1.76
70,763,2.29
71,755,2.46
72,741,2.81
73,752,2.81
74,719,3.43
75,705,3.87
76,709,3.78
77,710,4.13
78,703,4.22
79,676,4.39
80,666,4.57
81,652,5.01
82,653,5.54
83,635,5.80
84,637,6.15
85,631,6.33
86,604,6.59
87,592,6.94
88,604,7.03
89,597,7.56
90,597,7.56
91,573,8.09
92,570,8.09
93,534,8.79
94,519,9.32
95,533,9.23
96,520,10.11
97,505,10.55
98,497,10.81
99,490,10.99
100,488,10.55
101,483,10.55
102,488,10.55
103,491,10.37
104,484,10.11
105,474,10.99
252
ZERO_FORCE = 252
264
USER_MIN_FORCE_DATA = 264
380
USER_MAX_FORCE_DATA = 380
65
USER_MIN_ACTUATOR_COMMAND = 65
103
USER_MAX_ACTUATOR_COMMAND = 103
65
USER_MIN_ACTUATOR_AVG = 65
103
USER_MAX_ACTUATOR_AVG = 103
47,978,0.70
48,978,0.70
49,976,0.62
50,952,0.79
51,960,0.35
52,935,0.53
53,935,0.70
54,659,0.44
55,912,0.53
56,899,0.62
57,892,0.44
58,876,0.62
59,882,0.53
60,851,0.62
61,849,0.53
62,833,0.53
63,830,0.70
64,822,0.79
65,812,0.88
66,797,0.79
67,794,0.62
68,782,1.05
69,779,1.14
70,755,2.02
71,754,1.76
72,739,2.46
73,746,2.37
74,722,3.08
75,709,3.52
76,697,3.60
77,699,3.43
78,696,3.87
79,675,4.22
80,669,4.75
81,656,4.83
82,656,5.19
83,648,5.62
84,634,5.62
85,619,6.15
86,621,6.33
87,595,6.59
88,598,6.24
89,597,6.94
90,586,7.03
91,578,7.38
92,558,7.47
93,545,7.91
94,544,8.26
95,550,8.44
96,526,8.96
97,527,9.05
98,493,9.84
99,498,10.28
100,481,10.37
101,478,11.25
102,473,11.60
103,463,11.87
104,448,12.30
105,451,12.13
106,448,12.22
107,447,12.04
263
ZERO_FORCE = 263
292
USER_MIN_FORCE_DATA = 292
392
USER_MAX_FORCE_DATA = 392
75
USER_MIN_ACTUATOR_COMMAND = 75
105
USER_MAX_ACTUATOR_COMMAND = 105
70
USER_MIN_ACTUATOR_AVG = 70
104
USER_MAX_ACTUATOR_AVG = 104
47,977,0.70
48,974,0.44
49,981,0.44
50,955,0.70
51,956,0.53
52,940,0.53
53,929,0.53
54,917,0.53
55,910,0.44
56,902,0.53
57,892,0.62
58,883,0.53
59,886,0.62
60,858,0.53
61,852,0.35
62,839,0.70
63,835,0.62
64,819,0.62
65,813,0.97
66,795,1.05
67,791,1.23
68,784,1.32
69,770,1.93
70,778,1.85
71,747,2.55
72,749,2.37
73,730,2.99
74,737,3.08
75,714,3.78
76,707,4.04
77,697,4.22
78,680,4.48
79,682,4.75
80,659,5.27
81,663,5.27
82,659,5.54
83,635,5.89
84,631,6.24
85,637,6.06
86,600,6.94
87,599,7.03
88,606,6.86
89,584,7.38
90,582,7.65
91,573,8.44
263
ZERO_FORCE = 263
267
USER_MIN_FORCE_DATA = 267
351
USER_MAX_FORCE_DATA = 351
66
USER_MIN_ACTUATOR_COMMAND = 66
89
USER_MAX_ACTUATOR_COMMAND = 89
68
USER_MIN_ACTUATOR_AVG = 68
99
USER_MAX_ACTUATOR_AVG = 99
47,974,0.70
48,979,0.79
49,978,0.79
50,956,0.70
51,960,0.79
52,937,0.79
53,937,0.62
54,916,0.79
55,916,0.79
56,895,0.97
57,900,0.97
58,877,0.88
59,881,0.79
60,860,0.88
61,852,0.79
62,838,0.79
63,834,0.97
64,814,0.97
65,809,0.88
66,795,1.23
67,792,1.14
68,777,1.76
69,768,1.76
70,766,2.02
71,747,2.46
72,749,2.55
73,735,3.16
74,719,3.69
75,724,3.87
76,700,4.31
77,690,4.66
78,679,5.01
79,674,4.83
80,657,5.45
81,661,5.62
82,649,6.06
83,645,6.15
84,633,6.33
85,624,6.68
86,607,6.77
87,614,7.29
88,590,7.47
89,582,7.82
90,570,8.17
91,564,8.35
92,561,9.14
93,561,9.49
263
ZERO_FORCE = 263
275
USER_MIN_FORCE_DATA = 275
363
USER_MAX_FORCE_DATA = 363
68
USER_MIN_ACTUATOR_COMMAND = 68
91
USER_MAX_ACTUATOR_COMMAND = 91
68
USER_MIN_ACTUATOR_AVG = 68
97
USER_MAX_ACTUATOR_AVG = 97
47,976,1.05
48,978,0.79
49,983,0.97
50,960,0.79
51,958,0.88
52,940,1.05
53,937,0.79
54,920,0.97
55,918,0.88
56,901,0.62
57,890,0.70
58,881,0.70
59,877,0.70
60,863,0.70
61,851,0.70
62,836,0.79
63,838,0.70
64,815,0.79
65,819,0.79
66,800,1.23
67,787,1.41
68,783,1.32
69,769,1.76
70,758,2.11
71,751,2.55
72,744,2.64
73,746,2.90
74,717,3.60
75,703,4.04
76,707,3.96
77,693,4.39
78,690,4.66
79,681,4.83
267
ZERO_FORCE = 267
268
USER_MIN_FORCE_DATA = 268
310
USER_MAX_FORCE_DATA = 310
66
USER_MIN_ACTUATOR_COMMAND = 66
77
USER_MAX_ACTUATOR_COMMAND = 77
68
USER_MIN_ACTUATOR_AVG = 68
93
USER_MAX_ACTUATOR_AVG = 93
47,976,0.88
48,977,0.79
49,977,0.79
50,953,0.88
51,950,0.88
52,936,0.97
53,930,0.79
54,925,0.70
55,914,0.62
56,896,0.70
57,898,0.53
58,878,0.53
59,873,0.44
60,859,0.70
61,854,0.70
62,840,0.97
63,837,0.97
64,818,0.88
65,812,1.14
66,804,1.23
67,785,1.49
68,778,1.41
69,770,1.67
70,757,2.29
71,747,2.64
72,737,2.99
73,723,3.34
74,730,3.43
75,726,4.04
76,707,4.22
77,707,4.66
78,687,4.83
