,oldTime,flex sensor,"actuator position, command","actuator position, measured",force,'Trial Number','Target Angle','Bookmark',time
0,1264539.0,180.0,66.0,980.0,256.0,0.0,0.0,1.0,1264539.0
1,1264991.0,180.0,66.0,975.0,254.0,0.0,0.0,1.0,1264991.0
2,1265444.0,180.0,66.0,976.0,257.0,0.0,0.0,1.0,1265444.0
3,1265896.0,180.0,66.0,976.0,257.0,0.0,0.0,1.0,1265896.0
4,1266348.0,180.0,66.0,983.0,256.0,0.0,0.0,1.0,1266348.0
5,1266802.0,180.0,66.0,979.0,257.0,0.0,0.0,1.0,1266802.0
6,1267254.0,180.0,66.0,976.0,256.0,0.0,0.0,1.0,1267254.0
7,1267706.0,180.0,66.0,984.0,256.0,0.0,0.0,1.0,1267706.0
8,1268159.0,180.0,66.0,981.0,256.0,0.0,0.0,1.0,1268159.0
9,1268611.0,180.0,66.0,976.0,256.0,0.0,0.0,1.0,1268611.0
10,1269064.0,180.0,66.0,980.0,257.0,0.0,0.0,1.0,1269064.0
11,1269517.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1269517.0
12,1269969.0,180.0,66.0,976.0,257.0,0.0,0.0,1.0,1269969.0
13,1270421.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1270421.0
14,1270875.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1270875.0
15,1271327.0,180.0,66.0,975.0,256.0,0.0,0.0,1.0,1271327.0
16,1271779.0,180.0,66.0,974.0,255.0,0.0,0.0,1.0,1271779.0
17,1272232.0,180.0,66.0,974.0,254.0,0.0,0.0,1.0,1272232.0
18,1272684.0,180.0,66.0,977.0,254.0,0.0,0.0,1.0,1272684.0
19,1273137.0,180.0,66.0,981.0,255.0,0.0,0.0,1.0,1273137.0
20,1273590.0,180.0,66.0,983.0,253.0,0.0,0.0,1.0,1273590.0
21,1274042.0,180.0,66.0,973.0,254.0,0.0,0.0,1.0,1274042.0
22,1274494.0,180.0,66.0,978.0,253.0,0.0,0.0,1.0,1274494.0
23,1274947.0,180.0,66.0,980.0,254.0,0.0,0.0,1.0,1274947.0
24,1275399.0,180.0,66.0,979.0,255.0,0.0,0.0,1.0,1275399.0
25,1275852.0,180.0,66.0,978.0,256.0,0.0,0.0,1.0,1275852.0
26,1276304.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1276304.0
27,1276757.0,180.0,66.0,977.0,255.0,0.0,0.0,1.0,1276757.0
28,1277209.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1277209.0
29,1277661.0,180.0,66.0,974.0,255.0,0.0,0.0,1.0,1277661.0
30,1278114.0,180.0,66.0,979.0,255.0,0.0,0.0,1.0,1278114.0
31,1278566.0,180.0,66.0,973.0,255.0,0.0,0.0,1.0,1278566.0
32,1279019.0,180.0,66.0,982.0,256.0,0.0,0.0,1.0,1279019.0
33,1279471.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1279471.0
34,1279923.0,180.0,66.0,980.0,255.0,0.0,0.0,1.0,1279923.0
35,1280376.0,180.0,66.0,979.0,252.0,0.0,0.0,1.0,1280376.0
36,1280828.0,180.0,66.0,978.0,253.0,0.0,0.0,1.0,1280828.0
37,1281281.0,180.0,66.0,976.0,253.0,0.0,0.0,1.0,1281281.0
38,1281734.0,180.0,66.0,978.0,252.0,0.0,0.0,1.0,1281734.0
39,1282186.0,180.0,66.0,972.0,255.0,0.0,0.0,1.0,1282186.0
40,1282639.0,180.0,66.0,976.0,253.0,0.0,0.0,1.0,1282639.0
41,1283091.0,180.0,66.0,977.0,255.0,0.0,0.0,1.0,1283091.0
42,1283543.0,180.0,66.0,982.0,255.0,0.0,0.0,1.0,1283543.0
43,1283996.0,180.0,66.0,971.0,256.0,0.0,0.0,1.0,1283996.0
44,1284448.0,180.0,66.0,983.0,255.0,0.0,0.0,1.0,1284448.0
45,1284901.0,180.0,66.0,977.0,253.0,0.0,0.0,1.0,1284901.0
46,1285353.0,180.0,66.0,977.0,253.0,0.0,0.0,1.0,1285353.0
47,1285806.0,180.0,66.0,973.0,255.0,0.0,0.0,1.0,1285806.0
48,1286258.0,180.0,66.0,971.0,255.0,0.0,0.0,1.0,1286258.0
49,1286710.0,180.0,66.0,976.0,254.0,0.0,0.0,1.0,1286710.0
50,1287163.0,180.0,66.0,974.0,251.0,0.0,0.0,1.0,1287163.0
51,1287615.0,180.0,66.0,971.0,251.0,0.0,0.0,1.0,1287615.0
52,1288068.0,180.0,66.0,977.0,249.0,0.0,0.0,1.0,1288068.0
53,1288521.0,180.0,66.0,978.0,250.0,0.0,0.0,1.0,1288521.0
54,1288973.0,180.0,66.0,974.0,251.0,0.0,0.0,1.0,1288973.0
55,1289425.0,180.0,66.0,975.0,250.0,0.0,0.0,1.0,1289425.0
56,1289877.0,180.0,66.0,972.0,251.0,0.0,0.0,1.0,1289877.0
57,1290329.0,180.0,66.0,974.0,249.0,0.0,0.0,1.0,1290329.0
58,1290782.0,180.0,66.0,974.0,251.0,0.0,0.0,1.0,1290782.0
59,1291235.0,180.0,66.0,977.0,248.0,0.0,0.0,1.0,1291235.0
60,1291687.0,180.0,66.0,979.0,253.0,0.0,0.0,1.0,1291687.0
61,1292140.0,180.0,66.0,980.0,256.0,0.0,0.0,1.0,1292140.0
62,1292592.0,180.0,66.0,975.0,253.0,0.0,0.0,1.0,1292592.0
63,1293044.0,180.0,66.0,977.0,256.0,0.0,0.0,1.0,1293044.0
64,1293497.0,180.0,66.0,981.0,256.0,0.0,0.0,1.0,1293497.0
65,1293950.0,180.0,66.0,976.0,253.0,0.0,0.0,1.0,1293950.0
66,1294402.0,180.0,66.0,977.0,257.0,0.0,0.0,1.0,1294402.0
67,1294854.0,180.0,66.0,978.0,257.0,0.0,0.0,1.0,1294854.0
68,1295307.0,180.0,66.0,978.0,257.0,0.0,0.0,1.0,1295307.0
69,1295760.0,180.0,66.0,974.0,255.0,0.0,0.0,1.0,1295760.0
70,1296212.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1296212.0
71,1296664.0,180.0,66.0,978.0,257.0,0.0,0.0,1.0,1296664.0
72,1297118.0,180.0,66.0,982.0,256.0,0.0,0.0,1.0,1297118.0
73,1297570.0,180.0,66.0,983.0,257.0,0.0,0.0,1.0,1297570.0
74,1298022.0,180.0,66.0,978.0,254.0,0.0,0.0,1.0,1298022.0
75,1298476.0,180.0,66.0,979.0,254.0,0.0,0.0,1.0,1298476.0
76,1298928.0,180.0,66.0,978.0,253.0,0.0,0.0,1.0,1298928.0
77,1299380.0,180.0,66.0,977.0,255.0,0.0,0.0,1.0,1299380.0
78,1299832.0,180.0,66.0,977.0,256.0,0.0,0.0,1.0,1299832.0
79,1300284.0,180.0,66.0,981.0,256.0,0.0,0.0,1.0,1300284.0
80,1300737.0,180.0,66.0,974.0,257.0,0.0,0.0,1.0,1300737.0
81,1301189.0,180.0,66.0,980.0,257.0,0.0,0.0,1.0,1301189.0
82,1301642.0,180.0,66.0,980.0,257.0,0.0,0.0,1.0,1301642.0
83,1302095.0,180.0,66.0,979.0,257.0,0.0,0.0,1.0,1302095.0
84,1302547.0,180.0,66.0,982.0,257.0,0.0,0.0,1.0,1302547.0
85,1302999.0,180.0,66.0,973.0,259.0,0.0,0.0,1.0,1302999.0
86,1303452.0,180.0,66.0,980.0,257.0,0.0,0.0,1.0,1303452.0
87,1303905.0,180.0,66.0,976.0,256.0,0.0,0.0,1.0,1303905.0
88,1304357.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1304357.0
89,1304810.0,180.0,66.0,980.0,256.0,0.0,0.0,1.0,1304810.0
90,1305262.0,180.0,66.0,978.0,256.0,0.0,0.0,1.0,1305262.0
91,1305714.0,180.0,66.0,976.0,257.0,0.0,0.0,1.0,1305714.0
92,1306168.0,180.0,66.0,978.0,253.0,0.0,0.0,1.0,1306168.0
93,1306620.0,180.0,66.0,979.0,257.0,0.0,0.0,1.0,1306620.0
94,1307072.0,180.0,66.0,974.0,256.0,0.0,0.0,1.0,1307072.0
95,1307525.0,180.0,66.0,977.0,254.0,0.0,0.0,1.0,1307525.0
96,1307977.0,180.0,66.0,977.0,254.0,0.0,0.0,1.0,1307977.0
97,1308430.0,180.0,66.0,978.0,255.0,0.0,0.0,1.0,1308430.0
98,1308882.0,180.0,66.0,983.0,254.0,0.0,0.0,1.0,1308882.0
99,1309334.0,180.0,66.0,978.0,256.0,0.0,0.0,1.0,1309334.0
100,1309787.0,180.0,66.0,977.0,256.0,0.0,0.0,1.0,1309787.0
101,1310239.0,180.0,66.0,972.0,255.0,0.0,0.0,1.0,1310239.0
102,1310692.0,180.0,66.0,984.0,256.0,0.0,0.0,1.0,1310692.0
103,1311144.0,180.0,66.0,980.0,257.0,0.0,0.0,1.0,1311144.0
104,1311596.0,180.0,66.0,978.0,255.0,0.0,0.0,1.0,1311596.0
105,1312049.0,180.0,66.0,981.0,256.0,0.0,0.0,1.0,1312049.0
106,1312501.0,180.0,66.0,973.0,257.0,0.0,0.0,1.0,1312501.0
107,1312954.0,180.0,66.0,973.0,255.0,0.0,0.0,1.0,1312954.0
108,1313407.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1313407.0
109,1313859.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1313859.0
110,1314311.0,180.0,66.0,974.0,254.0,0.0,0.0,1.0,1314311.0
111,1314764.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1314764.0
112,1315216.0,180.0,66.0,978.0,254.0,0.0,0.0,1.0,1315216.0
113,1315668.0,180.0,66.0,977.0,255.0,0.0,0.0,1.0,1315668.0
114,1316120.0,180.0,66.0,976.0,254.0,0.0,0.0,1.0,1316120.0
115,1316574.0,180.0,66.0,982.0,255.0,0.0,0.0,1.0,1316574.0
116,1317026.0,180.0,66.0,975.0,252.0,0.0,0.0,1.0,1317026.0
117,1317478.0,180.0,66.0,977.0,256.0,0.0,0.0,1.0,1317478.0
118,1317930.0,180.0,66.0,976.0,256.0,0.0,0.0,1.0,1317930.0
119,1318382.0,180.0,66.0,975.0,256.0,0.0,0.0,1.0,1318382.0
120,1318835.0,180.0,66.0,977.0,257.0,0.0,0.0,1.0,1318835.0
121,1319287.0,180.0,66.0,976.0,256.0,0.0,0.0,1.0,1319287.0
122,1319740.0,180.0,66.0,978.0,257.0,0.0,0.0,1.0,1319740.0
123,1320193.0,180.0,66.0,971.0,257.0,0.0,0.0,1.0,1320193.0
124,1320645.0,180.0,66.0,973.0,255.0,0.0,0.0,1.0,1320645.0
125,1321097.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1321097.0
126,1321550.0,180.0,66.0,978.0,255.0,0.0,0.0,1.0,1321550.0
127,1322003.0,180.0,66.0,974.0,253.0,0.0,0.0,1.0,1322003.0
128,1322455.0,180.0,66.0,975.0,256.0,0.0,0.0,1.0,1322455.0
129,1322907.0,180.0,66.0,978.0,254.0,0.0,0.0,1.0,1322907.0
130,1323360.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1323360.0
131,1323812.0,180.0,66.0,982.0,254.0,0.0,0.0,1.0,1323812.0
132,1324265.0,180.0,66.0,976.0,256.0,0.0,0.0,1.0,1324265.0
133,1324717.0,180.0,66.0,975.0,255.0,0.0,0.0,1.0,1324717.0
134,1325169.0,180.0,66.0,981.0,253.0,0.0,0.0,1.0,1325169.0
135,1325622.0,180.0,66.0,978.0,255.0,0.0,0.0,1.0,1325622.0
136,1326075.0,180.0,66.0,973.0,254.0,0.0,0.0,1.0,1326075.0
137,1326527.0,180.0,66.0,980.0,256.0,0.0,0.0,1.0,1326527.0
138,1326979.0,180.0,66.0,975.0,253.0,0.0,0.0,1.0,1326979.0
139,1327432.0,180.0,66.0,982.0,255.0,0.0,0.0,1.0,1327432.0
140,1327884.0,180.0,66.0,980.0,255.0,0.0,0.0,1.0,1327884.0
141,1328337.0,180.0,66.0,980.0,255.0,0.0,0.0,1.0,1328337.0
142,1328789.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1328789.0
143,1329242.0,180.0,66.0,977.0,257.0,0.0,0.0,1.0,1329242.0
144,1329694.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1329694.0
145,1330146.0,180.0,66.0,979.0,256.0,0.0,0.0,1.0,1330146.0
146,1330599.0,180.0,66.0,980.0,255.0,0.0,0.0,1.0,1330599.0
147,1331052.0,180.0,66.0,981.0,252.0,0.0,0.0,1.0,1331052.0
148,1331504.0,180.0,66.0,977.0,249.0,0.0,0.0,1.0,1331504.0
149,1331956.0,180.0,66.0,975.0,251.0,0.0,0.0,1.0,1331956.0
150,1332408.0,180.0,66.0,978.0,252.0,0.0,0.0,1.0,1332408.0
151,1332861.0,180.0,66.0,980.0,251.0,0.0,0.0,1.0,1332861.0
152,1333313.0,180.0,66.0,978.0,255.0,0.0,0.0,1.0,1333313.0
153,1333767.0,180.0,66.0,977.0,256.0,0.0,0.0,1.0,1333767.0
154,1334219.0,180.0,66.0,976.0,255.0,0.0,0.0,1.0,1334219.0
155,1334671.0,180.0,66.0,975.0,254.0,0.0,0.0,1.0,1334671.0
