







"404,100"
"403,100"
"403,100"
"402,100"
"402,100"
"402,100"
"401,99"
"401,99"
"400,99"
"400,99"
"400,99"
"399,99"
"399,99"
"399,99"
"399,99"
"398,99"
"398,99"
"398,99"
"397,98"
"397,98"
"397,98"
"396,98"
"396,98"
"395,98"
"396,98"
"395,98"
"395,98"
"394,98"
"394,98"
"394,98"
"394,98"
"393,97"
"393,97"
"392,97"
"392,97"
"392,97"
"391,97"
"391,97"
"391,97"
"391,97"
"391,97"
"390,97"
"389,96"
"389,96"
"389,96"
"389,96"
"388,96"
"388,96"
"388,96"
"388,96"
"387,96"
"387,96"
"386,96"
"386,96"
"386,96"
"386,96"
"385,95"
"385,95"
"385,95"
"385,95"
"385,95"
"384,95"
"384,95"
"383,95"
"383,95"
"383,95"
"382,95"
"382,95"
"382,95"
"382,95"
"382,95"
"381,94"
"381,94"
"380,94"
"381,94"
"380,94"
"379,94"
"379,94"
"379,94"
"379,94"
"379,94"
"378,94"
"378,94"
"377,93"
"377,93"
"377,93"
"376,93"
"376,93"
"376,93"
"376,93"
"376,93"
"375,93"
"375,93"
"374,93"
"374,93"
"374,93"
"373,92"
"373,92"
"373,92"
"373,92"
"373,92"
"372,92"
"372,92"
"372,92"
"371,92"
"372,92"
"371,92"
"371,92"
"370,92"
"370,92"
"370,92"
"370,92"
"369,91"
"369,91"
"369,91"
"369,91"
"369,91"
"368,91"
"368,91"
"368,91"
"368,91"
"367,91"
"367,91"
"367,91"
"366,91"
"366,91"
"366,91"
"366,91"
"365,90"
"365,90"
"365,90"
"365,90"
"364,90"
"364,90"
"364,90"
"364,90"
"364,90"
"363,90"
"363,90"
"362,90"
"363,90"
"362,90"
"362,90"
"362,90"
"361,89"
"362,90"
"361,89"
"361,89"
"360,89"
"360,89"
"360,89"
"360,89"
"359,89"
"359,89"
"359,89"
"359,89"
"359,89"
"358,89"
"358,89"
"358,89"
"358,89"
"358,89"
"357,88"
"357,88"
"357,88"
"356,88"
"357,88"
"356,88"
"356,88"
"356,88"
"355,88"
"356,88"
"355,88"
"355,88"
"355,88"
"355,88"
"355,88"
"354,88"
"354,88"
"354,88"
"353,87"
"354,88"
"353,87"
"353,87"
"353,87"
"352,87"
"352,87"
"352,87"
"352,87"
"351,87"
"351,87"
"351,87"
"351,87"
"350,87"
"350,87"
"350,87"
"350,87"
"350,87"
"349,86"
"349,86"
"349,86"
"349,86"
"349,86"
"348,86"
"348,86"
"348,86"
"348,86"
"348,86"
"347,86"
"347,86"
"347,86"
"347,86"
"347,86"
"346,86"
"346,86"
"346,86"
"346,86"
"346,86"
"345,85"
"345,85"
"345,85"
"345,85"
"345,85"
"344,85"
"344,85"
"344,85"
"344,85"
"344,85"
"343,85"
"343,85"
"343,85"
"343,85"
"343,85"
"342,85"
"342,85"
"342,85"
"342,85"
"342,85"
"341,85"
"341,85"
"341,85"
"341,85"
"341,85"
"340,84"
"340,84"
"340,84"
"340,84"
"340,84"
"339,84"
"339,84"
"339,84"
"339,84"
"339,84"
"338,84"
"338,84"
"338,84"
"338,84"
"338,84"
"337,84"
"337,84"
"337,84"
"337,84"
"337,84"
"337,84"
"336,83"
"336,83"
"336,83"
"336,83"
"336,83"
"335,83"
"335,83"
"335,83"
"335,83"
"335,83"
"334,83"
"334,83"
"334,83"
"334,83"
"334,83"
"334,83"
"333,83"
"333,83"
"333,83"
"333,83"
"333,83"
"332,82"
"332,82"
"332,82"
"332,82"
"332,82"
"331,82"
"331,82"
"332,82"
"331,82"
"331,82"
"331,82"
"330,82"
"331,82"
"331,82"
"330,82"
"330,82"
"330,82"
"330,82"
"330,82"
"329,82"
"329,82"
"329,82"
"329,82"
"329,82"
"328,81"
"328,81"
"328,81"
"328,81"
"328,81"
"327,81"
"327,81"
"327,81"
"327,81"
"327,81"
"327,81"
"327,81"
"326,81"
"326,81"
"326,81"
"326,81"
"326,81"
"326,81"
"326,81"
"326,81"
"325,81"
"325,81"
"325,81"
"325,81"
"325,81"
"324,80"
"324,80"
"324,80"
"324,80"
"324,80"
"324,80"
"324,80"
"323,80"
"323,80"
"324,80"
"323,80"
"323,80"
"323,80"
"322,80"
"323,80"
"323,80"
"322,80"
"322,80"
"322,80"
"322,80"
"322,80"
"321,80"
"321,80"
"321,80"
"321,80"
"321,80"
"321,80"
"320,79"
"320,79"
"321,80"
"320,79"
"320,79"
"320,79"
"320,79"
"320,79"
"320,79"
"319,79"
"319,79"
"319,79"
"319,79"
"319,79"
"319,79"
"319,79"
"319,79"
"319,79"
"319,79"
"318,79"
"318,79"
"318,79"
"318,79"
"318,79"
"317,79"
"317,79"
"317,79"
"317,79"
"317,79"
"317,79"
"316,78"
"316,78"
"317,79"
"317,79"
"316,78"
"316,78"
"316,78"
"316,78"
"316,78"
"315,78"
"315,78"
"315,78"
"315,78"
"315,78"
"315,78"
"315,78"
"315,78"
"315,78"
"315,78"
"314,78"
"314,78"
"314,78"
"314,78"
"314,78"
"314,78"
"314,78"
"314,78"
"314,78"
"314,78"
"313,78"
"313,78"
"313,78"
"313,78"
"313,78"
"313,78"
"312,77"
"312,77"
"313,78"
"313,78"
"312,77"
"312,77"
"312,77"
"312,77"
"312,77"
"312,77"
"312,77"
"312,77"
"312,77"
"312,77"
"311,77"
"311,77"
"311,77"
"311,77"
"311,77"
"311,77"
"311,77"
"311,77"
"311,77"
"311,77"
"310,77"
"310,77"
"310,77"
"310,77"
"310,77"
"310,77"
"310,77"
"310,77"
"310,77"
"310,77"
"309,77"
"309,77"
"309,77"
"310,77"
"309,77"
"309,77"
"309,77"
"309,77"
"309,77"
"309,77"
"309,77"
"308,76"
"308,76"
"309,77"
"309,77"
"308,76"
"308,76"
"308,76"
"308,76"
"308,76"
"308,76"
"308,76"
"308,76"
"308,76"
"308,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"307,76"
"306,76"
"306,76"
"307,76"
"306,76"
"306,76"
"306,76"
"306,76"
"306,76"
"306,76"
"306,76"
"306,76"
"306,76"
"306,76"
"305,76"
"306,76"
